customer,platScalop,Sandwich Baguette XL,Pancake Fruit Secsn,Pizza Chees,Pizza Garden Specieal,Pizza The Hawaiian,Plat Tunisien,SAlade Maison,SAndwich Philly Steak,Sandwich Tuinisien,Sandwich Zinger,Lablebi,sandwich Scalope,Sandwic hAyari
458,1,0,0,1,0,0,0,1,0,0,0,1,0,0
459,0,1,1,0,0,1,0,1,1,1,1,0,0,0
460,0,1,1,0,1,0,0,0,0,1,1,1,0,0
461,0,0,0,0,0,1,0,1,1,0,1,1,0,0
462,1,0,0,1,1,1,0,1,1,0,0,1,0,1
463,1,1,1,1,1,1,1,1,0,0,0,1,1,1
464,1,1,1,0,1,1,0,0,0,0,0,0,1,1
465,1,0,0,1,0,1,0,0,1,1,1,1,1,1
466,1,1,1,0,0,0,1,1,1,1,1,0,0,0
467,0,0,0,0,1,0,1,0,0,1,1,0,0,1
468,1,0,0,1,0,1,0,1,1,1,0,1,0,1
469,1,0,0,0,0,0,0,1,0,1,0,1,0,0
470,0,0,0,0,1,1,0,1,1,0,1,0,1,0
471,1,1,1,1,0,0,1,0,1,0,1,1,0,0
472,0,1,1,0,1,1,1,1,0,1,0,1,1,0
473,1,1,1,1,0,0,1,0,0,1,1,1,1,1
474,0,1,1,1,0,1,1,1,0,1,1,0,0,1
475,0,0,0,1,0,0,0,1,1,1,0,0,1,0
476,1,1,1,1,1,1,1,1,1,1,0,0,1,1
477,0,0,0,0,1,1,0,1,0,0,0,0,0,0
478,1,0,0,0,0,0,1,1,1,1,0,0,1,1
479,0,0,0,1,0,1,1,0,0,1,1,0,0,0
480,0,1,1,1,0,0,1,1,0,1,1,0,1,1
481,0,0,0,1,0,1,1,1,0,1,0,0,1,1
482,1,1,1,0,0,1,0,1,1,1,1,0,0,0
483,0,1,1,0,0,0,1,0,0,0,1,1,1,0
484,0,1,1,1,1,0,1,0,0,1,0,1,0,1
485,1,1,1,1,1,1,0,0,0,1,1,0,0,1
486,0,0,0,1,1,0,1,0,1,0,1,1,0,0
487,0,0,0,0,1,0,1,0,1,1,1,1,1,0
488,1,1,1,0,0,1,1,0,1,1,0,0,0,0
489,1,1,1,0,0,1,0,0,1,1,0,1,1,1
490,1,0,0,1,0,1,1,1,1,1,0,1,1,1
491,1,1,1,0,0,0,0,0,1,1,1,1,1,1
492,0,0,0,1,0,0,1,0,0,1,0,1,0,0
493,0,1,1,0,0,1,0,1,1,0,1,1,1,0
494,1,0,0,0,0,1,0,0,1,0,1,0,1,1
495,1,1,1,0,1,1,1,1,0,0,0,1,0,1
496,0,0,0,0,0,0,1,1,0,0,0,1,1,1
497,0,0,0,1,0,1,0,0,1,0,0,1,1,0
498,0,1,1,0,0,0,1,1,0,0,0,1,0,0
499,1,1,1,1,0,1,1,0,0,1,0,0,1,0
500,0,1,1,0,1,0,1,1,0,0,1,0,1,0
501,0,0,0,1,0,1,1,1,0,0,0,1,0,0
502,1,0,0,1,1,1,0,1,0,0,1,0,0,0
503,1,1,1,0,0,0,0,1,0,1,1,1,1,1
504,1,1,1,0,1,0,0,0,1,1,1,1,0,1
505,0,1,1,1,0,0,0,0,0,1,1,0,0,0
506,0,1,1,1,0,0,1,0,0,1,0,0,0,1
507,0,1,1,1,1,1,0,1,0,0,1,0,0,0
508,1,1,1,0,0,1,0,0,1,0,0,0,1,1
509,0,0,0,0,0,0,1,1,1,0,1,1,0,0
510,1,1,1,0,1,1,1,1,1,0,0,0,0,0
511,0,1,1,1,1,0,1,0,0,0,1,1,1,0
512,1,0,0,0,1,1,0,1,0,0,1,0,1,0
513,0,1,1,0,1,0,0,0,1,0,1,0,1,1
514,0,1,1,0,1,1,1,1,1,0,1,0,0,1
515,0,1,1,0,1,1,1,1,1,1,0,1,1,1
516,1,0,0,1,0,0,0,1,0,0,0,1,0,1
517,0,0,0,1,1,0,0,0,1,0,1,1,1,0
518,1,0,0,1,0,0,0,0,0,1,1,1,1,1
519,0,0,0,0,0,0,0,1,1,1,1,1,1,1
520,1,1,1,0,1,1,0,0,1,0,1,0,0,0
521,0,1,1,0,1,1,0,1,0,1,1,1,0,1
522,0,0,0,1,1,1,0,0,1,0,0,0,0,1
523,0,0,0,0,0,1,0,1,1,0,1,1,0,0
524,1,1,1,0,0,1,1,1,0,1,1,0,0,0
525,0,0,0,1,1,0,1,1,0,0,1,0,0,1
526,0,0,0,0,0,0,0,0,1,1,1,1,0,0
527,0,0,0,0,0,0,0,0,1,1,1,0,0,0
528,0,1,1,1,1,0,1,1,0,1,0,1,0,0
529,0,0,0,1,1,1,0,1,1,0,0,0,1,0
530,1,0,0,1,1,1,0,1,1,1,1,0,0,1
531,0,1,1,0,1,1,1,1,0,1,1,0,1,0
532,0,0,0,1,1,1,1,1,1,1,1,0,0,1
533,0,1,1,1,0,0,0,1,1,0,1,0,1,0
534,1,1,1,0,1,1,1,1,1,0,0,1,1,0
535,0,0,0,1,1,0,1,1,0,0,0,0,1,0
536,0,0,0,0,0,1,1,1,1,0,0,1,0,1
537,0,1,1,0,0,0,0,1,0,0,1,0,1,0
538,1,1,1,0,1,1,1,0,1,1,0,1,0,0
539,0,1,1,0,0,0,0,1,0,0,1,1,0,1
540,0,0,0,0,0,0,1,1,1,0,1,0,1,1
541,0,0,0,1,0,0,1,0,0,0,1,1,1,1
542,1,0,0,0,1,0,1,0,1,0,0,1,0,0
543,1,1,1,1,0,1,0,1,1,1,0,1,0,1
544,0,1,1,1,0,1,0,1,0,1,1,1,1,1
545,0,0,0,0,1,0,0,1,1,1,0,0,0,1
546,0,0,0,1,0,0,1,1,1,1,1,0,1,0
547,0,1,1,1,0,0,1,1,0,0,0,0,0,0
548,1,1,1,0,1,0,1,1,0,0,0,1,0,1
549,1,0,0,0,1,0,1,0,1,1,1,0,0,0
550,1,0,0,0,0,0,0,0,1,1,0,0,0,0
551,0,0,0,0,0,0,0,1,0,0,0,1,1,0
552,0,1,1,0,0,1,0,0,1,1,1,0,0,1
553,1,1,1,0,1,0,1,0,0,0,1,0,1,1
554,1,0,0,1,1,1,1,1,1,1,1,1,1,0
555,0,1,1,1,0,0,1,0,0,0,0,0,0,1
556,1,1,1,0,0,0,0,0,1,1,1,0,0,1
557,1,0,0,0,0,1,1,0,0,0,1,1,0,0
558,1,0,0,0,0,1,0,0,1,0,1,1,0,0
559,1,1,1,0,1,1,1,1,0,0,0,1,0,1
560,0,0,0,0,1,1,0,0,0,0,1,0,1,0
561,0,1,1,0,1,0,0,0,0,1,1,1,0,0
562,1,1,1,1,0,1,0,1,0,0,1,0,1,1
563,1,1,1,0,1,0,0,0,1,1,1,0,0,0
564,1,1,1,1,1,1,1,0,1,1,0,1,0,1
565,0,1,1,1,0,0,0,0,1,0,1,0,0,1
566,1,0,0,0,0,0,0,0,1,1,1,1,0,1
567,1,0,0,0,1,1,1,1,0,1,1,1,1,1
568,0,0,0,1,1,1,0,1,0,1,0,0,0,1
569,1,0,0,1,1,0,0,0,0,1,0,1,0,1
570,0,0,0,0,0,0,0,1,0,0,0,1,0,1
571,0,0,0,1,1,0,0,1,1,0,1,1,0,0
572,1,1,1,1,0,0,0,1,0,1,0,1,1,1
573,0,1,1,0,1,1,1,1,1,0,0,0,0,0
574,0,0,0,0,0,1,0,1,1,0,1,1,1,1
575,0,0,0,0,1,1,0,0,0,1,1,1,0,1
576,0,1,1,1,1,0,0,0,0,0,0,0,0,0
577,1,1,1,1,1,1,1,0,1,0,0,1,0,0
578,0,0,0,0,0,0,1,1,1,1,0,1,1,1
579,0,1,1,1,0,0,0,0,1,0,0,1,0,1
580,1,0,0,1,0,0,1,1,1,1,1,1,1,1
581,1,1,1,1,0,1,1,0,1,0,1,1,0,0
582,1,1,1,1,0,0,1,0,0,0,1,1,0,0
583,1,0,0,1,1,0,1,1,1,0,0,0,1,1
584,1,1,1,0,0,0,0,0,1,0,0,1,1,1
585,1,1,1,0,1,1,0,0,1,0,0,1,0,1
586,0,0,0,0,0,0,0,1,0,0,1,0,0,1
587,0,1,1,0,1,1,1,0,0,0,1,0,0,0
588,1,1,1,0,0,1,0,1,1,1,1,0,1,0
589,1,1,1,0,1,1,1,0,0,0,1,1,1,1
590,0,1,1,1,1,0,1,0,0,0,1,0,0,1
591,0,0,0,0,1,0,0,0,1,1,1,1,1,0
592,0,1,1,0,0,1,0,0,1,1,0,1,0,1
593,1,1,1,1,1,0,0,0,1,0,0,1,1,1
594,0,1,1,1,0,1,0,0,0,0,0,0,1,1
595,1,1,1,1,0,1,1,0,1,0,1,0,0,1
596,0,1,1,0,1,0,0,1,1,1,0,1,1,1
597,1,1,1,0,0,0,1,0,0,0,0,0,0,1
598,0,0,0,1,1,1,0,0,1,1,1,1,1,0
599,1,0,0,0,1,0,0,0,0,1,0,0,1,1
600,0,1,1,1,0,0,1,0,0,0,1,1,0,0
601,1,1,1,0,0,1,1,1,1,0,0,1,1,1
602,1,0,0,1,1,1,1,0,1,0,1,1,0,0
603,0,1,1,1,1,0,0,0,0,1,1,0,0,0
604,1,1,1,0,0,1,1,0,0,1,1,1,1,1
605,1,1,1,0,1,0,0,0,0,1,1,0,1,1
606,0,0,0,0,1,0,0,0,1,1,1,1,0,1
607,0,0,0,0,0,1,0,1,0,0,0,1,1,1
608,1,0,0,0,0,1,1,0,1,1,1,1,1,0
609,1,0,0,0,0,0,0,1,0,0,0,0,0,0
610,1,0,0,1,0,0,1,1,0,0,0,1,0,0
611,1,0,0,0,1,0,1,0,1,0,1,1,1,1
612,1,1,1,1,1,0,1,0,0,1,1,1,0,1
613,1,1,1,0,0,1,1,1,0,1,1,1,0,1
614,1,1,1,1,1,0,0,0,0,0,0,1,0,1
615,0,0,0,1,0,0,0,0,1,1,1,1,1,1
616,1,0,0,0,1,0,1,0,0,1,1,0,1,1
617,1,0,0,0,1,1,0,1,0,1,1,0,0,1
618,0,1,1,1,1,1,0,1,1,0,0,1,0,1
619,1,1,1,0,1,0,0,0,1,0,1,0,0,1
620,0,1,1,1,0,0,1,1,0,0,1,1,0,0
621,0,1,1,0,0,0,0,0,0,0,1,1,1,1
622,1,0,0,1,0,1,0,0,1,1,0,0,0,0
623,0,0,0,1,0,0,1,1,0,1,0,0,0,0
624,1,1,1,0,1,0,0,1,0,1,1,1,0,0
625,0,0,0,0,1,1,1,1,0,1,0,0,1,0
626,1,1,1,0,1,0,1,1,1,1,1,0,0,1
627,0,1,1,0,1,0,1,1,0,1,0,1,0,0
628,1,0,0,0,0,0,1,1,1,1,1,1,1,0
629,1,0,0,1,1,0,0,1,0,1,0,0,0,1
630,1,0,0,1,0,0,0,0,1,0,1,0,1,0
631,1,1,1,1,1,0,0,0,1,0,0,1,1,0
632,0,0,0,0,1,0,1,1,1,1,0,1,0,0
633,1,0,0,1,0,0,0,0,1,1,1,0,0,1
634,0,1,1,0,0,0,1,0,1,0,1,0,0,0
635,1,1,1,0,1,0,0,0,0,1,1,0,1,1
636,1,1,1,0,0,0,0,1,0,0,1,1,1,0
637,0,0,0,1,0,1,0,1,1,1,0,1,1,0
638,1,1,1,0,1,1,1,0,0,1,0,1,1,0
639,0,0,0,1,0,0,1,0,0,1,0,1,1,1
640,0,0,0,1,0,1,1,0,0,1,1,1,0,0
641,1,1,1,0,0,0,1,0,0,1,0,0,0,1
642,1,1,1,0,0,0,1,0,0,1,1,0,0,1
643,1,1,1,1,0,0,0,1,1,0,1,1,0,1
644,0,1,1,1,0,0,0,1,1,1,0,1,1,1
645,1,1,1,0,1,0,0,0,0,1,1,0,0,0
646,0,1,1,1,1,0,1,1,1,1,0,0,1,0
647,0,0,0,0,1,1,1,1,0,1,1,1,1,0
648,0,0,0,0,1,0,1,1,0,1,0,1,0,0
649,0,0,0,0,1,0,0,0,0,0,1,1,0,0
650,0,1,1,1,1,0,1,0,1,0,1,1,1,0
651,1,1,1,0,1,0,0,1,0,0,1,1,0,1
652,0,1,1,0,0,0,0,1,1,0,1,1,0,1
653,0,0,0,0,1,1,1,0,0,0,1,0,0,1
654,0,1,1,1,0,0,0,1,1,1,0,0,0,1
655,0,0,0,0,0,1,0,1,1,0,1,0,0,0
656,0,1,1,1,0,0,0,1,0,1,1,1,0,0
657,0,0,0,1,1,0,0,0,1,1,1,0,0,1
658,1,0,0,0,1,0,1,0,1,1,0,0,0,1
659,1,0,0,0,1,0,0,0,1,0,1,1,1,0
660,1,1,1,1,0,1,0,1,0,0,0,0,0,1
661,1,1,1,1,0,1,1,0,0,0,0,0,1,0
662,1,1,1,1,1,1,0,1,1,1,0,1,1,1
663,0,0,0,1,0,1,1,1,1,1,0,0,1,0
664,1,0,0,0,0,0,0,0,1,0,0,0,0,0
665,0,0,0,1,0,0,0,1,1,0,0,1,0,0
666,1,1,1,1,1,1,0,0,1,0,1,0,0,1
667,1,0,0,1,0,0,0,0,0,0,0,1,0,1
668,0,1,1,0,0,1,1,0,1,0,1,0,1,0
669,1,0,0,1,0,1,0,1,0,1,1,0,1,0
670,0,0,0,0,0,0,0,1,0,0,1,0,0,0
671,0,1,1,0,0,0,0,0,1,1,1,1,1,1
672,0,0,0,0,1,1,0,1,0,1,1,0,1,1
673,1,0,0,1,0,1,1,1,0,1,0,1,0,0
674,1,0,0,0,1,0,1,0,0,0,0,0,1,1
675,1,0,0,1,1,0,1,1,0,1,0,1,0,0
676,0,0,0,0,1,1,1,1,0,1,1,1,0,0
677,0,0,0,1,0,1,1,0,1,0,0,0,1,1
678,1,1,1,0,0,0,1,0,1,1,0,1,0,1
679,0,1,1,0,1,1,0,0,0,0,1,0,0,1
680,0,1,1,0,1,0,1,0,1,0,1,0,1,1
681,0,0,0,0,1,0,0,0,1,0,0,0,0,0
682,1,1,1,1,1,1,1,1,1,0,0,0,1,1
683,1,1,1,1,0,1,0,0,0,0,1,0,1,0
684,1,1,1,1,0,1,0,0,0,0,1,0,0,0
685,0,1,1,0,0,1,0,0,1,1,0,0,1,0
686,0,1,1,0,0,0,0,0,1,1,1,1,1,0
687,1,1,1,1,1,0,0,0,1,1,1,1,1,1
688,1,1,1,0,0,0,0,1,1,1,0,0,0,0
689,0,1,1,1,1,1,1,0,1,1,0,0,0,0
690,1,1,1,1,0,1,0,0,0,0,1,0,1,1
691,1,0,0,0,0,0,0,1,0,0,0,1,0,0
692,1,0,0,0,1,0,1,1,0,0,0,1,0,1
693,1,0,0,1,1,0,0,1,0,1,1,1,1,0
694,1,1,1,1,1,1,1,0,1,0,0,0,0,1
695,1,1,1,0,0,0,0,0,1,1,0,1,1,1
696,1,0,0,0,1,0,0,0,0,0,1,0,0,1
697,1,1,1,1,1,1,0,1,0,0,0,0,0,1
698,1,0,0,0,0,0,0,0,1,0,0,0,0,1
699,1,1,1,0,1,1,1,0,0,0,1,1,0,0
700,0,0,0,0,0,1,0,1,0,0,0,0,1,0
701,1,1,1,0,0,0,0,0,1,0,1,0,0,1
702,0,0,0,0,0,1,0,1,1,0,1,1,0,1
703,1,1,1,0,1,1,0,1,1,1,1,1,1,1
704,0,0,0,0,1,1,0,1,1,1,1,1,1,1
705,1,0,0,1,0,1,0,0,1,0,0,1,0,1
706,0,0,0,1,0,1,1,1,1,1,1,1,1,0
707,0,0,0,1,0,0,0,1,0,0,1,1,0,1
708,0,0,0,1,1,0,0,0,1,0,0,0,1,0
709,0,0,0,0,0,1,1,1,0,0,0,1,0,1
710,1,0,0,0,1,1,0,1,1,0,1,1,0,0
711,1,0,0,0,1,1,1,1,1,0,0,1,0,1
712,1,0,0,0,0,1,1,0,0,0,0,1,0,0
713,0,0,0,1,1,0,1,1,0,1,1,0,1,0
714,1,1,1,1,0,1,1,1,0,0,1,1,1,0
715,1,1,1,1,0,1,0,1,0,0,0,1,0,1
716,0,1,1,1,0,1,0,1,1,1,0,1,0,1
717,0,1,1,1,1,0,0,0,0,0,0,1,0,1
718,0,0,0,1,1,1,0,0,0,0,1,0,0,1
719,1,1,1,1,0,1,0,1,0,0,1,0,1,1
720,1,0,0,1,1,0,1,1,0,0,0,0,1,0
721,1,1,1,1,1,0,0,0,1,1,1,0,1,0
722,1,1,1,0,1,0,0,1,1,1,1,0,0,1
723,1,1,1,0,0,1,0,1,0,1,0,0,1,0
724,1,1,1,1,1,0,1,1,0,1,1,1,0,1
725,1,0,0,0,0,0,1,1,1,1,1,1,0,1
726,0,1,1,1,1,1,1,1,1,0,0,0,0,1
727,0,0,0,1,1,1,0,1,0,1,0,0,1,0
728,1,1,1,1,1,0,1,1,1,1,0,0,1,1
729,1,0,0,0,1,1,0,0,0,0,0,0,0,1
730,1,0,0,0,1,1,1,1,0,0,1,1,1,1
731,0,0,0,0,0,0,0,1,0,0,0,1,1,1
732,1,0,0,1,0,0,0,1,0,0,1,0,1,1
733,1,0,0,0,1,1,0,0,0,1,0,1,1,1
734,1,1,1,1,1,1,1,1,0,0,0,1,0,0
735,0,0,0,1,0,1,0,1,1,1,0,1,1,0
736,0,0,0,1,0,0,1,0,1,1,0,1,1,1
737,1,0,0,0,0,1,1,1,0,0,1,0,0,1
738,0,1,1,1,0,1,0,1,0,1,0,1,1,1
739,0,0,0,1,1,1,1,1,1,1,1,0,0,0
740,1,0,0,1,0,0,1,0,1,0,0,0,0,1
741,1,0,0,0,0,1,0,1,1,0,0,1,0,1
742,1,0,0,1,0,1,1,0,1,1,0,1,0,0
743,0,1,1,0,1,1,1,0,1,1,0,1,0,1
744,1,1,1,1,0,1,0,1,0,1,0,0,1,1
745,1,0,0,1,0,0,0,1,1,0,1,0,1,1
746,1,1,1,1,0,1,1,1,0,0,1,1,1,1
747,0,1,1,1,0,1,0,1,1,1,1,0,1,1
748,0,1,1,0,1,1,1,0,0,1,1,0,1,1
749,0,1,1,1,0,0,0,1,0,0,1,1,1,0
750,1,1,1,0,1,1,0,1,0,0,0,0,0,1
751,0,1,1,1,1,0,0,0,1,0,0,0,0,0
752,1,0,0,0,1,1,0,1,1,0,1,1,1,0
753,1,1,1,0,1,0,0,1,0,1,0,0,0,1
754,0,1,1,0,1,1,1,1,0,0,0,1,1,1
755,0,1,1,0,0,0,0,1,0,1,1,1,1,0
756,1,0,0,1,0,1,0,1,0,1,0,0,1,1
757,1,0,0,1,1,1,1,1,1,0,0,0,0,1
758,1,0,0,0,0,0,0,0,0,1,0,0,1,0
759,1,0,0,1,0,1,1,1,0,1,0,0,0,1
760,1,0,0,1,0,1,1,0,0,1,0,0,0,0
761,0,0,0,0,0,0,1,0,0,0,0,1,1,1
762,1,0,0,1,1,1,0,0,1,1,0,1,1,0
763,0,0,0,0,0,0,0,1,0,1,0,1,0,1
764,0,1,1,1,0,1,1,0,0,0,1,1,0,1
765,0,0,0,1,0,1,1,0,1,1,1,1,1,1
766,0,1,1,0,0,0,0,0,0,0,0,1,0,0
767,0,0,0,0,0,0,1,0,1,1,1,1,0,1
768,0,0,0,1,1,1,1,1,0,0,0,0,1,0
769,1,0,0,0,0,1,0,0,0,1,0,1,0,0
770,0,1,1,0,0,0,1,1,0,1,0,0,0,1
771,0,1,1,0,0,0,0,0,1,0,0,1,0,0
772,0,0,0,0,1,1,1,1,0,0,1,0,1,0
773,0,1,1,0,1,0,0,1,0,0,1,1,1,0
774,1,0,0,1,0,0,1,0,1,1,0,1,0,1
775,1,1,1,0,0,0,0,1,1,1,1,1,1,0
776,1,1,1,1,0,0,0,0,0,1,0,0,0,1
777,1,1,1,1,0,1,1,1,0,1,1,1,1,0
778,0,1,1,1,0,1,0,0,1,1,1,1,0,0
779,0,1,1,0,1,1,1,0,1,1,1,0,0,1
780,1,1,1,0,1,1,0,0,0,0,0,0,0,1
781,0,1,1,0,1,1,0,1,0,1,1,0,1,0
782,0,1,1,0,1,0,1,1,0,1,1,0,0,1
783,0,1,1,0,0,1,1,1,0,1,1,1,1,1
784,0,1,1,1,1,1,1,1,0,0,1,0,0,1
785,1,1,1,0,1,0,1,0,1,1,1,0,1,0
786,0,0,0,0,1,1,0,0,1,1,1,1,1,0
787,0,0,0,0,1,0,1,0,0,0,1,1,1,1
788,1,0,0,0,1,1,0,0,0,0,1,0,0,0
789,0,0,0,1,0,0,1,1,1,0,0,1,1,1
790,0,0,0,0,0,1,1,0,0,0,1,0,1,1
791,1,0,0,1,1,1,1,1,0,1,0,1,1,1
792,1,0,0,1,1,1,1,1,0,1,1,1,0,1
793,0,1,1,1,0,0,1,0,1,1,1,1,0,0
794,1,1,1,0,0,1,1,1,0,1,1,1,0,0
795,0,0,0,0,1,0,0,1,1,1,1,0,0,0
796,0,1,1,0,1,1,1,1,1,1,0,1,0,0
797,1,1,1,0,1,0,1,0,0,0,1,0,0,0
798,0,0,0,1,1,1,1,0,0,0,0,1,1,0
799,0,1,1,0,1,1,1,1,0,0,1,0,0,1
800,0,0,0,0,0,0,0,1,0,1,1,0,1,1
801,1,0,0,0,1,0,0,0,0,1,1,0,0,0
802,0,1,1,0,0,1,1,0,1,0,0,1,0,0
803,1,1,1,0,0,1,1,1,1,0,1,0,1,0
804,1,1,1,0,0,1,1,0,1,0,1,0,0,0
805,1,0,0,1,1,1,0,0,1,1,0,0,1,0
806,1,1,1,1,0,0,1,1,0,0,0,1,0,1
807,1,0,0,0,1,0,1,1,0,0,0,0,0,0
808,0,1,1,1,0,1,0,1,0,1,0,1,1,0
809,0,1,1,1,0,1,1,1,1,1,1,0,0,0
810,0,1,1,0,1,1,0,1,1,0,0,1,0,0
811,1,0,0,1,0,0,0,1,1,0,0,1,1,0
812,0,1,1,1,0,0,0,0,1,1,1,0,1,1
813,1,1,1,1,1,1,1,0,1,0,0,0,0,1
814,1,1,1,0,1,1,1,1,1,0,0,0,1,1
815,1,0,0,1,1,1,1,1,1,1,1,0,1,1
816,0,0,0,0,1,1,1,1,0,0,1,1,0,1
817,0,0,0,1,1,0,1,1,1,0,0,0,0,1
818,1,0,0,0,0,0,1,0,0,0,1,1,0,0
819,1,0,0,1,1,0,1,1,1,0,0,0,1,0
820,1,0,0,1,0,0,1,1,0,0,1,1,1,1
821,0,1,1,0,1,1,0,0,0,1,0,1,1,1
822,1,0,0,0,1,1,0,1,0,0,0,1,1,1
823,0,1,1,1,1,1,1,1,1,0,0,0,0,0
824,0,0,0,1,1,1,1,1,0,1,1,0,0,1
825,1,1,1,0,1,1,1,0,0,1,1,0,1,1
826,0,0,0,1,1,1,0,1,0,1,1,1,0,0
827,0,0,0,1,0,0,0,1,0,1,1,0,0,0
828,1,0,0,0,0,1,0,0,0,1,1,0,1,1
829,1,1,1,0,0,1,0,1,0,1,0,1,0,0
830,0,0,0,0,1,0,0,0,1,0,1,1,1,0
831,0,0,0,0,1,1,0,1,0,0,1,1,1,1
832,0,0,0,1,1,0,1,0,0,0,1,1,0,1
833,1,1,1,0,1,1,0,1,0,0,0,1,0,1
834,1,1,1,0,1,0,1,0,1,1,0,1,0,1
835,0,1,1,0,0,0,0,0,1,0,1,1,1,1
836,1,1,1,0,0,1,0,1,1,0,0,0,0,0
837,1,0,0,0,0,0,0,1,1,0,0,1,0,1
838,0,0,0,1,0,1,1,0,1,0,1,1,0,1
839,1,1,1,1,1,1,0,1,1,1,1,1,1,1
840,0,0,0,0,1,1,1,0,0,1,1,1,1,0
841,1,0,0,1,1,1,1,0,0,1,0,1,1,0
842,0,0,0,0,0,0,0,1,0,0,0,1,0,0
843,1,1,1,1,0,0,1,0,1,0,1,0,1,1
844,0,1,1,1,1,0,0,0,1,1,0,1,1,1
845,0,1,1,0,1,0,1,1,0,0,1,1,0,1
846,1,1,1,1,1,0,0,1,0,0,0,1,1,0
847,0,0,0,0,1,0,0,0,1,1,1,1,1,0
848,1,0,0,1,0,1,1,1,0,0,0,0,1,0
849,1,0,0,0,0,0,0,1,1,1,0,0,0,0
850,0,0,0,0,1,1,1,1,1,1,1,0,1,0
851,0,0,0,1,1,0,0,0,1,1,1,0,1,0
852,0,1,1,1,0,0,0,0,1,1,1,0,0,1
853,0,1,1,1,1,0,1,1,0,1,0,0,0,0
854,0,0,0,0,0,1,1,0,1,1,1,1,1,0
855,1,1,1,1,1,0,1,0,0,1,1,1,0,1
856,0,0,0,1,1,0,1,1,1,0,1,0,0,1
857,0,0,0,0,1,0,1,1,0,1,1,0,1,1
858,0,0,0,1,1,1,0,0,0,0,1,1,0,0
859,0,1,1,0,0,1,1,0,0,0,1,1,0,1
860,0,0,0,1,0,1,1,1,0,1,0,1,1,0
861,0,1,1,1,1,1,0,1,0,0,0,1,0,1
862,1,0,0,0,0,1,0,0,1,0,0,1,1,0
863,1,1,1,0,1,1,1,0,0,0,0,0,1,1
864,0,1,1,0,0,1,1,1,1,0,0,1,1,1
865,0,1,1,1,0,0,1,1,0,0,1,0,1,1
866,0,0,0,0,1,1,0,0,0,1,1,1,0,0
867,1,1,1,0,1,1,0,1,0,1,0,0,1,0
868,1,0,0,1,1,0,1,1,1,0,0,0,1,1
869,1,1,1,1,0,0,1,0,0,1,0,0,1,1
870,0,0,0,0,0,1,1,0,1,1,0,0,1,1
871,0,1,1,0,1,0,0,0,1,0,0,1,0,1
872,1,1,1,0,0,1,1,0,0,0,1,0,1,0
873,1,0,0,1,0,1,0,0,1,0,0,0,0,0
874,1,1,1,1,0,1,1,1,1,1,1,1,0,0
875,1,0,0,0,0,0,1,1,1,1,0,0,0,0
876,0,0,0,0,1,0,0,1,1,0,1,1,1,0
877,1,1,1,1,1,0,0,0,0,1,1,1,1,0
878,0,0,0,0,0,0,0,1,0,0,1,1,1,0
879,0,1,1,0,0,1,0,0,0,0,0,1,1,0
880,1,1,1,1,0,1,1,1,0,1,1,1,1,1
881,1,1,1,0,1,0,0,1,1,0,0,0,1,0
882,0,1,1,1,1,1,1,0,0,1,1,1,0,0
883,0,1,1,0,1,0,0,0,0,0,1,1,0,0
884,0,1,1,1,0,1,0,0,0,0,0,1,0,1
885,1,0,0,1,0,1,1,0,1,0,0,1,0,1
886,1,1,1,0,1,0,1,0,1,1,0,0,0,1
887,1,1,1,0,0,1,0,0,1,1,0,1,0,0
888,1,1,1,1,1,1,0,0,0,1,1,1,0,0
889,0,0,0,0,1,1,1,1,1,1,0,1,0,0
890,0,0,0,1,0,1,1,0,0,1,1,0,0,0
891,1,1,1,1,1,1,1,1,1,1,1,0,0,1
892,0,0,0,0,0,1,0,0,0,1,0,0,1,1
893,0,0,0,0,1,0,1,0,1,0,1,0,0,0
894,1,1,1,0,0,0,1,0,1,0,0,1,1,0
895,1,1,1,0,0,0,1,1,1,1,1,1,0,0
896,0,1,1,0,1,0,1,1,0,0,0,0,1,1
897,1,1,1,1,0,1,1,0,0,0,1,0,0,1
898,0,0,0,1,1,0,1,0,0,1,0,0,1,0
899,1,1,1,0,1,0,1,1,1,1,1,1,0,1
900,0,1,1,1,1,1,1,1,1,1,0,0,1,0
901,0,0,0,1,1,0,1,1,1,1,0,1,1,1
902,1,0,0,1,1,1,0,1,1,1,0,0,0,1
903,1,1,1,0,0,0,1,0,0,0,0,0,0,1
904,1,1,1,1,0,0,0,1,0,1,1,1,0,0
905,1,0,0,1,0,0,1,1,0,0,1,1,1,1
906,0,0,0,1,1,1,1,0,0,1,0,1,1,1
907,1,1,1,1,0,0,0,1,1,0,0,0,0,1
908,1,0,0,1,1,0,0,1,1,0,0,1,1,1
909,1,1,1,1,0,1,0,0,1,1,0,0,0,0
910,0,1,1,0,0,1,0,0,0,1,0,0,1,0
911,0,0,0,1,0,1,1,1,1,1,1,1,1,1
912,1,0,0,0,0,0,0,1,1,0,0,1,0,1
913,1,1,1,0,0,0,0,1,1,1,0,1,1,0
914,1,0,0,0,1,0,1,0,0,1,1,0,0,0
915,0,1,1,1,1,1,0,1,0,1,0,1,0,1
916,1,0,0,1,1,0,1,1,0,1,0,0,0,1
917,0,0,0,0,0,1,1,1,0,0,0,1,0,0
918,0,0,0,1,0,1,1,1,0,1,1,1,0,0
