idCustomer,AgeCustomer,Gender,CommandeCustom,
2280.0,35.0,H,kaftaji,
2281.0,38.0,H,sandwichAyari,
2282.0,42.0,F,makloub,
2283.0,50.0,H,Crepe,
2284.0,48.0,H,sandwichAyari,
2285.0,51.0,F,sandwichAyari,
2286.0,31.0,H,kaftaji,
2287.0,54.0,F,Burgers,
2288.0,49.0,F,pizza,
2289.0,50.0,H,Crepe,
2290.0,48.0,F,lablebi,
2291.0,19.0,F,Burgers,
2292.0,37.0,H,sandwichAyari,
2293.0,50.0,H,Burgers,
2294.0,52.0,F,sandwichAyari,
2295.0,48.0,H,makloub,
2296.0,51.0,F,makloub,
2297.0,46.0,F,lablebi,
2298.0,42.0,F,kaftaji,
2299.0,40.0,F,pizza,
2300.0,33.0,F,lablebi,
2301.0,54.0,F,Burgers,
2302.0,23.0,H,Crepe,
2303.0,34.0,F,makloub,
2304.0,50.0,H,pizza,
2305.0,46.0,H,lablebi,
2306.0,27.0,H,kaftaji,
2307.0,24.0,F,pizza,
2308.0,53.0,F,sandwichAyari,
2309.0,24.0,F,kaftaji,
2310.0,41.0,F,Crepe,
2311.0,35.0,H,sandwitch,
2312.0,33.0,H,pizza,
2313.0,44.0,H,Burgers,
2314.0,33.0,F,sandwitch,
2315.0,30.0,H,lablebi,
2316.0,56.0,H,pizza,
2317.0,49.0,F,sandwitch,
2318.0,34.0,H,Crepe,
2319.0,39.0,F,Burgers,
2320.0,20.0,H,makloub,
2321.0,23.0,F,Burgers,
2322.0,30.0,F,Burgers,
2323.0,37.0,F,pizza,
2324.0,44.0,H,sandwichAyari,
2325.0,34.0,F,sandwichAyari,
2326.0,29.0,F,kaftaji,
2327.0,27.0,F,sandwitch,
2328.0,41.0,H,sandwitch,
2329.0,42.0,F,kaftaji,
2330.0,40.0,H,pizza,
2331.0,23.0,F,sandwitch,
2332.0,36.0,H,sandwitch,
2333.0,25.0,H,Salade,
2334.0,44.0,H,sandwitch,
2335.0,50.0,F,sandwitch,
2336.0,37.0,H,sandwitch,
2337.0,38.0,H,lablebi,
2338.0,54.0,F,Burgers,
2339.0,47.0,H,Crepe,
2340.0,41.0,H,Crepe,
2341.0,27.0,F,Salade,
2342.0,26.0,H,pizza,
2343.0,36.0,H,Crepe,
2344.0,55.0,H,Burgers,
2345.0,23.0,H,sandwitch,
2346.0,42.0,H,sandwitch,
2347.0,47.0,H,sandwitch,
2348.0,51.0,F,sandwichAyari,
2349.0,19.0,H,Crepe,
2350.0,47.0,F,sandwichAyari,
2351.0,26.0,H,sandwichAyari,
2352.0,40.0,F,sandwichAyari,
2353.0,24.0,F,kaftaji,
2354.0,25.0,H,lablebi,
2355.0,53.0,H,makloub,
2356.0,51.0,F,makloub,
2357.0,36.0,H,sandwitch,
2358.0,52.0,F,makloub,
2359.0,21.0,H,sandwitch,
2360.0,48.0,H,Crepe,
2361.0,45.0,F,Salade,
2362.0,35.0,H,makloub,
2363.0,37.0,F,Burgers,
2364.0,18.0,F,sandwitch,
2365.0,52.0,F,makloub,
2366.0,46.0,F,makloub,
2367.0,31.0,F,Crepe,
2368.0,44.0,F,kaftaji,
2369.0,34.0,F,Salade,
2370.0,48.0,H,Crepe,
2371.0,26.0,F,kaftaji,
2372.0,27.0,H,makloub,
2373.0,39.0,H,sandwichAyari,
2374.0,56.0,F,Crepe,
2375.0,25.0,H,pizza,
2376.0,25.0,H,sandwitch,
2377.0,33.0,H,lablebi,
2378.0,46.0,F,Salade,
2379.0,21.0,H,Crepe,
2380.0,35.0,H,sandwitch,
2381.0,48.0,H,pizza,
2382.0,27.0,H,Burgers,
2383.0,22.0,H,pizza,
2384.0,38.0,F,makloub,
2385.0,24.0,F,lablebi,
2386.0,51.0,F,sandwichAyari,
2387.0,26.0,H,Salade,
2388.0,21.0,H,sandwitch,
2389.0,39.0,F,Crepe,
2390.0,37.0,H,kaftaji,
2391.0,25.0,H,makloub,
2392.0,28.0,F,Salade,
2393.0,40.0,H,Burgers,
2394.0,34.0,F,makloub,
2395.0,40.0,F,makloub,
2396.0,41.0,H,pizza,
2397.0,24.0,F,kaftaji,
2398.0,35.0,H,sandwichAyari,
2399.0,23.0,F,Burgers,
2400.0,37.0,F,sandwitch,
2401.0,46.0,H,lablebi,
2402.0,50.0,H,sandwichAyari,
2403.0,27.0,F,Burgers,
2404.0,38.0,H,kaftaji,
2405.0,38.0,H,kaftaji,
2406.0,25.0,F,sandwitch,
2407.0,22.0,H,Burgers,
2408.0,36.0,H,Salade,
2409.0,51.0,H,makloub,
2410.0,44.0,H,sandwitch,
2411.0,21.0,F,sandwitch,
2412.0,21.0,F,makloub,
2413.0,24.0,H,makloub,
2414.0,29.0,F,pizza,
2415.0,31.0,F,kaftaji,
2416.0,41.0,F,Crepe,
2417.0,26.0,F,makloub,
2418.0,25.0,H,sandwitch,
2419.0,50.0,H,Salade,
2420.0,27.0,F,sandwichAyari,
2421.0,41.0,F,pizza,
2422.0,32.0,F,sandwichAyari,
2423.0,26.0,H,sandwichAyari,
2424.0,44.0,H,Crepe,
2425.0,23.0,H,Salade,
2426.0,32.0,F,Burgers,
2427.0,32.0,F,sandwichAyari,
2428.0,24.0,F,sandwitch,
2429.0,23.0,H,Salade,
2430.0,40.0,H,Burgers,
2431.0,33.0,F,Salade,
2432.0,39.0,F,kaftaji,
2433.0,56.0,F,pizza,
2434.0,51.0,F,kaftaji,
2435.0,39.0,H,kaftaji,
2436.0,41.0,H,lablebi,
2437.0,24.0,H,makloub,
2438.0,48.0,F,makloub,
2439.0,53.0,H,makloub,
2440.0,50.0,H,kaftaji,
2441.0,39.0,H,sandwichAyari,
2442.0,44.0,H,sandwitch,
2443.0,35.0,H,kaftaji,
2444.0,39.0,H,sandwitch,
2445.0,29.0,F,lablebi,
2446.0,29.0,H,kaftaji,
2447.0,41.0,H,Crepe,
2448.0,30.0,F,kaftaji,
2449.0,48.0,F,Crepe,
2450.0,31.0,H,Burgers,
2451.0,40.0,H,kaftaji,
2452.0,33.0,F,pizza,
2453.0,56.0,F,sandwichAyari,
2454.0,22.0,F,Burgers,
2455.0,22.0,H,makloub,
2456.0,23.0,F,lablebi,
2457.0,52.0,H,sandwitch,
2458.0,33.0,F,lablebi,
2459.0,26.0,F,sandwichAyari,
2460.0,33.0,H,makloub,
2461.0,44.0,H,pizza,
2462.0,42.0,F,Burgers,
2463.0,33.0,F,lablebi,
2464.0,50.0,F,Crepe,
2465.0,21.0,H,Crepe,
2466.0,25.0,H,lablebi,
2467.0,23.0,H,lablebi,
2468.0,54.0,F,sandwichAyari,
2469.0,36.0,F,sandwitch,
2470.0,21.0,F,kaftaji,
2471.0,39.0,H,Crepe,
2472.0,51.0,F,sandwichAyari,
2473.0,52.0,F,kaftaji,
2474.0,32.0,H,sandwitch,
2475.0,42.0,H,Crepe,
2476.0,29.0,H,Crepe,
2477.0,39.0,F,Salade,
2478.0,35.0,F,makloub,
2479.0,25.0,F,pizza,
2480.0,30.0,H,lablebi,
2481.0,40.0,F,lablebi,
2482.0,36.0,F,Crepe,
2483.0,28.0,H,lablebi,
2484.0,38.0,F,kaftaji,
2485.0,42.0,H,sandwichAyari,
2486.0,46.0,H,Burgers,
2487.0,50.0,H,makloub,
2488.0,49.0,H,Burgers,
2489.0,43.0,F,sandwichAyari,
2490.0,38.0,H,Salade,
2491.0,36.0,H,pizza,
2492.0,50.0,H,sandwichAyari,
2493.0,37.0,H,sandwitch,
2494.0,27.0,F,kaftaji,
2495.0,24.0,F,Crepe,
2496.0,43.0,F,Crepe,
2497.0,41.0,H,pizza,
2498.0,43.0,F,sandwichAyari,
2499.0,44.0,F,Salade,
2500.0,41.0,H,kaftaji,
2501.0,33.0,F,Salade,
2502.0,23.0,F,kaftaji,
2503.0,38.0,H,sandwitch,
2504.0,23.0,F,kaftaji,
2505.0,25.0,F,Salade,
2506.0,24.0,F,sandwitch,
2507.0,26.0,H,sandwitch,
2508.0,55.0,H,sandwichAyari,
2509.0,33.0,F,lablebi,
2510.0,44.0,F,kaftaji,
2511.0,21.0,F,lablebi,
2512.0,27.0,F,Salade,
2513.0,30.0,H,lablebi,
2514.0,27.0,H,lablebi,
2515.0,53.0,F,lablebi,
2516.0,25.0,H,makloub,
2517.0,36.0,F,lablebi,
2518.0,54.0,F,Salade,
2519.0,38.0,F,Burgers,
2520.0,20.0,H,Burgers,
2521.0,26.0,H,makloub,
2522.0,43.0,F,lablebi,
2523.0,39.0,F,sandwitch,
2524.0,55.0,H,Burgers,
2525.0,24.0,F,lablebi,
2526.0,45.0,H,Salade,
2527.0,29.0,H,sandwichAyari,
2528.0,22.0,F,makloub,
2529.0,42.0,F,lablebi,
2530.0,54.0,F,kaftaji,
2531.0,33.0,F,Crepe,
2532.0,48.0,F,Crepe,
2533.0,47.0,F,kaftaji,
2534.0,51.0,F,pizza,
2535.0,47.0,F,kaftaji,
2536.0,51.0,F,lablebi,
2537.0,49.0,H,makloub,
2538.0,47.0,F,pizza,
2539.0,33.0,H,sandwichAyari,
2540.0,27.0,H,sandwitch,
2541.0,56.0,H,makloub,
2542.0,53.0,F,sandwitch,
2543.0,38.0,F,makloub,
2544.0,37.0,H,kaftaji,
2545.0,29.0,F,lablebi,
2546.0,46.0,H,lablebi,
2547.0,22.0,H,Salade,
2548.0,49.0,F,pizza,
2549.0,22.0,H,sandwitch,
2550.0,44.0,H,lablebi,
2551.0,35.0,H,lablebi,
2552.0,44.0,F,Burgers,
2553.0,38.0,H,pizza,
2554.0,50.0,F,pizza,
2555.0,55.0,F,kaftaji,
2556.0,43.0,H,sandwitch,
2557.0,46.0,H,Salade,
2558.0,53.0,F,lablebi,
2559.0,19.0,H,Salade,
2560.0,40.0,F,Crepe,
2561.0,37.0,F,Crepe,
2562.0,22.0,H,Crepe,
2563.0,51.0,H,sandwitch,
2564.0,35.0,F,Burgers,
2565.0,43.0,F,makloub,
2566.0,28.0,H,lablebi,
2567.0,26.0,H,Burgers,
2568.0,47.0,F,makloub,
2569.0,24.0,H,Salade,
2570.0,21.0,F,makloub,
2571.0,49.0,F,sandwichAyari,
2572.0,51.0,F,sandwitch,
2573.0,39.0,F,sandwitch,
2574.0,41.0,H,makloub,
2575.0,40.0,F,lablebi,
2576.0,43.0,F,sandwichAyari,
2577.0,44.0,H,sandwichAyari,
2578.0,40.0,H,lablebi,
2579.0,36.0,F,sandwichAyari,
2580.0,53.0,F,sandwitch,
2581.0,46.0,H,kaftaji,
2582.0,19.0,H,Burgers,
2583.0,49.0,F,lablebi,
2584.0,33.0,H,sandwitch,
2585.0,20.0,F,Crepe,
2586.0,41.0,F,Burgers,
2587.0,47.0,H,kaftaji,
2588.0,52.0,F,kaftaji,
2589.0,41.0,F,Burgers,
2590.0,38.0,F,sandwichAyari,
2591.0,39.0,F,Crepe,
2592.0,40.0,F,kaftaji,
2593.0,54.0,F,kaftaji,
2594.0,29.0,H,Salade,
2595.0,30.0,F,makloub,
2596.0,31.0,H,Salade,
2597.0,55.0,H,lablebi,
2598.0,43.0,H,Burgers,
2599.0,24.0,H,Burgers,
2600.0,28.0,H,Crepe,
2601.0,31.0,F,sandwitch,
2602.0,30.0,F,kaftaji,
2603.0,41.0,H,Salade,
2604.0,54.0,H,kaftaji,
2605.0,37.0,F,Burgers,
2606.0,32.0,H,kaftaji,
2607.0,25.0,H,Salade,
2608.0,45.0,H,pizza,
2609.0,35.0,H,pizza,
2610.0,37.0,F,Crepe,
2611.0,47.0,H,Salade,
2612.0,49.0,H,sandwitch,
2613.0,30.0,F,sandwichAyari,
2614.0,20.0,H,pizza,
2615.0,32.0,H,Burgers,
2616.0,41.0,F,Burgers,
2617.0,29.0,H,pizza,
2618.0,51.0,F,pizza,
2619.0,24.0,H,Burgers,
2620.0,37.0,H,pizza,
2621.0,28.0,H,sandwichAyari,
2622.0,27.0,H,sandwitch,
2623.0,40.0,F,pizza,
2624.0,51.0,F,Crepe,
2625.0,41.0,F,Crepe,
2626.0,48.0,F,kaftaji,
2627.0,25.0,H,sandwitch,
2628.0,27.0,H,sandwitch,
2629.0,23.0,F,sandwitch,
2630.0,39.0,F,Burgers,
2631.0,39.0,H,sandwichAyari,
2632.0,46.0,H,makloub,
2633.0,45.0,H,pizza,
2634.0,28.0,H,sandwichAyari,
2635.0,42.0,H,pizza,
2636.0,36.0,F,kaftaji,
2637.0,26.0,F,pizza,
2638.0,25.0,H,sandwitch,
2639.0,26.0,H,Crepe,
2640.0,54.0,F,lablebi,
2641.0,28.0,F,lablebi,
2642.0,47.0,H,pizza,
2643.0,45.0,F,lablebi,
2644.0,32.0,H,Salade,
2645.0,20.0,F,pizza,
2646.0,33.0,F,pizza,
2647.0,34.0,H,Salade,
2648.0,34.0,H,sandwichAyari,
2649.0,42.0,H,kaftaji,
2650.0,44.0,F,sandwichAyari,
2651.0,38.0,F,lablebi,
2652.0,41.0,H,Crepe,
2653.0,42.0,F,sandwitch,
2654.0,37.0,F,Crepe,
2655.0,21.0,F,makloub,
2656.0,43.0,H,Crepe,
2657.0,40.0,H,sandwichAyari,
2658.0,33.0,F,lablebi,
2659.0,43.0,H,sandwitch,
2660.0,34.0,F,lablebi,
2661.0,26.0,F,Burgers,
2662.0,38.0,F,lablebi,
2663.0,42.0,H,makloub,
2664.0,32.0,H,Crepe,
2665.0,55.0,H,kaftaji,
2666.0,52.0,F,sandwichAyari,
2667.0,19.0,F,pizza,
2668.0,23.0,F,Salade,
2669.0,52.0,H,pizza,
2670.0,33.0,H,makloub,
2671.0,22.0,H,sandwichAyari,
2672.0,46.0,H,Burgers,
2673.0,51.0,F,makloub,
2674.0,25.0,F,Salade,
2675.0,37.0,F,sandwichAyari,
2676.0,25.0,F,Burgers,
2677.0,55.0,F,pizza,
2678.0,42.0,F,lablebi,
2679.0,22.0,F,Crepe,
2680.0,53.0,H,sandwitch,
2681.0,34.0,F,Crepe,
2682.0,44.0,F,kaftaji,
2683.0,38.0,F,kaftaji,
2684.0,46.0,F,Salade,
2685.0,43.0,H,kaftaji,
2686.0,28.0,F,Salade,
2687.0,37.0,F,kaftaji,
2688.0,31.0,H,makloub,
2689.0,30.0,H,lablebi,
2690.0,48.0,H,Crepe,
2691.0,47.0,F,Burgers,
2692.0,35.0,H,Crepe,
2693.0,26.0,F,Burgers,
2694.0,33.0,F,Salade,
2695.0,49.0,H,sandwitch,
2696.0,48.0,H,pizza,
2697.0,26.0,H,Crepe,
2698.0,27.0,F,Crepe,
2699.0,18.0,H,Burgers,
2700.0,33.0,H,kaftaji,
2701.0,39.0,H,Crepe,
2702.0,33.0,F,kaftaji,
2703.0,32.0,H,Burgers,
2704.0,52.0,F,Burgers,
2705.0,37.0,H,Burgers,
2706.0,32.0,H,lablebi,
2707.0,32.0,F,Burgers,
2708.0,55.0,H,makloub,
2709.0,55.0,F,kaftaji,
2710.0,24.0,H,sandwitch,
2711.0,51.0,H,kaftaji,
2712.0,45.0,F,Crepe,
2713.0,32.0,F,Burgers,
2714.0,32.0,F,Crepe,
2715.0,35.0,F,Crepe,
2716.0,48.0,H,lablebi,
2717.0,51.0,H,sandwichAyari,
2718.0,29.0,F,makloub,
2719.0,56.0,F,pizza,
2720.0,25.0,H,Salade,
2721.0,49.0,H,makloub,
2722.0,36.0,F,Burgers,
2723.0,43.0,H,Salade,
2724.0,18.0,H,Burgers,
2725.0,44.0,H,Burgers,
2726.0,42.0,F,sandwitch,
2727.0,49.0,H,Burgers,
2728.0,35.0,F,kaftaji,
2729.0,42.0,H,sandwitch,
2730.0,37.0,F,pizza,
2731.0,54.0,F,sandwichAyari,
2732.0,45.0,H,kaftaji,
2733.0,39.0,H,Crepe,
2734.0,31.0,H,Crepe,
2735.0,42.0,F,lablebi,
2736.0,55.0,H,Crepe,
2737.0,47.0,H,sandwichAyari,
2738.0,52.0,F,Burgers,
2739.0,32.0,F,Salade,
2740.0,20.0,F,Burgers,
2741.0,53.0,F,Burgers,
2742.0,26.0,H,sandwitch,
2743.0,30.0,F,makloub,
2744.0,41.0,F,makloub,
2745.0,56.0,F,sandwitch,
2746.0,51.0,F,sandwitch,
2747.0,19.0,H,pizza,
2748.0,46.0,H,Salade,
2749.0,36.0,H,makloub,
2750.0,30.0,F,kaftaji,
2751.0,55.0,H,makloub,
2752.0,38.0,H,Salade,
2753.0,18.0,H,kaftaji,
2754.0,44.0,F,sandwitch,
2755.0,53.0,H,pizza,
2756.0,30.0,F,Salade,
2757.0,34.0,F,lablebi,
2758.0,22.0,H,sandwichAyari,
2759.0,20.0,F,Burgers,
2760.0,48.0,H,Burgers,
2761.0,50.0,H,sandwichAyari,
2762.0,29.0,H,pizza,
2763.0,40.0,H,pizza,
2764.0,21.0,F,pizza,
2765.0,19.0,F,kaftaji,
2766.0,20.0,F,Crepe,
2767.0,50.0,F,Salade,
2768.0,21.0,H,Crepe,
2769.0,39.0,H,sandwitch,
2770.0,27.0,H,pizza,
2771.0,42.0,H,sandwichAyari,
2772.0,31.0,F,kaftaji,
2773.0,19.0,F,kaftaji,
2774.0,26.0,F,makloub,
2775.0,20.0,F,sandwichAyari,
2776.0,43.0,F,sandwichAyari,
2777.0,42.0,F,Salade,
2778.0,56.0,H,lablebi,
2779.0,22.0,F,Burgers,
2780.0,50.0,F,sandwitch,
2781.0,42.0,F,makloub,
2782.0,50.0,F,Burgers,
2783.0,54.0,F,lablebi,
2784.0,55.0,H,sandwichAyari,
2785.0,32.0,H,lablebi,
2786.0,44.0,F,sandwitch,
2787.0,34.0,F,sandwichAyari,
2788.0,36.0,H,sandwitch,
2789.0,39.0,F,sandwitch,
2790.0,53.0,F,lablebi,
2791.0,26.0,F,sandwitch,
2792.0,21.0,F,lablebi,
2793.0,30.0,F,lablebi,
2794.0,30.0,F,Salade,
2795.0,38.0,F,pizza,
2796.0,55.0,H,makloub,
2797.0,54.0,F,Crepe,
2798.0,31.0,H,kaftaji,
2799.0,42.0,F,makloub,
2800.0,47.0,H,kaftaji,
2801.0,32.0,H,pizza,
2802.0,32.0,H,sandwitch,
2803.0,37.0,H,makloub,
2804.0,31.0,F,pizza,
2805.0,43.0,F,pizza,
2806.0,31.0,F,pizza,
2807.0,22.0,F,makloub,
2808.0,36.0,H,kaftaji,
2809.0,30.0,F,pizza,
2810.0,31.0,H,sandwitch,
2811.0,22.0,H,kaftaji,
2812.0,24.0,H,sandwitch,
2813.0,51.0,F,Salade,
2814.0,53.0,F,sandwitch,
2815.0,42.0,H,sandwichAyari,
2816.0,21.0,H,Crepe,
2817.0,49.0,H,Salade,
2818.0,32.0,H,sandwichAyari,
2819.0,28.0,F,Salade,
2820.0,27.0,F,makloub,
2821.0,50.0,H,sandwitch,
2822.0,46.0,F,sandwitch,
2823.0,26.0,F,pizza,
2824.0,24.0,F,makloub,
2825.0,22.0,H,Crepe,
2826.0,27.0,H,Burgers,
2827.0,27.0,F,lablebi,
2828.0,26.0,F,Crepe,
2829.0,21.0,H,lablebi,
2830.0,39.0,H,Burgers,
2831.0,20.0,H,sandwitch,
2832.0,29.0,H,sandwitch,
2833.0,52.0,H,Salade,
2834.0,27.0,H,Salade,
2835.0,30.0,F,lablebi,
2836.0,40.0,F,lablebi,
2837.0,25.0,H,pizza,
2838.0,29.0,H,makloub,
2839.0,30.0,H,kaftaji,
2840.0,44.0,H,kaftaji,
2841.0,31.0,H,Crepe,
2842.0,49.0,H,pizza,
2843.0,25.0,F,Burgers,
2844.0,24.0,H,makloub,
2845.0,47.0,F,sandwichAyari,
2846.0,30.0,H,sandwichAyari,
2847.0,25.0,H,sandwitch,
2848.0,22.0,H,kaftaji,
2849.0,54.0,H,sandwitch,
2850.0,54.0,F,lablebi,
2851.0,53.0,H,Salade,
2852.0,21.0,F,makloub,
2853.0,30.0,F,kaftaji,
2854.0,21.0,F,makloub,
2855.0,28.0,F,Salade,
2856.0,41.0,H,sandwitch,
2857.0,48.0,H,lablebi,
2858.0,41.0,H,sandwichAyari,
2859.0,49.0,H,sandwitch,
2860.0,29.0,H,makloub,
2861.0,35.0,H,lablebi,
2862.0,25.0,H,Crepe,
2863.0,39.0,H,lablebi,
2864.0,54.0,H,makloub,
2865.0,44.0,F,makloub,
2866.0,51.0,H,Crepe,
2867.0,25.0,H,kaftaji,
2868.0,25.0,H,makloub,
2869.0,24.0,H,lablebi,
2870.0,33.0,F,Crepe,
2871.0,23.0,F,makloub,
2872.0,46.0,F,sandwichAyari,
2873.0,42.0,F,kaftaji,
2874.0,29.0,H,Crepe,
2875.0,19.0,F,Burgers,
2876.0,39.0,F,pizza,
2877.0,23.0,F,makloub,
2878.0,47.0,F,Salade,
2879.0,50.0,F,kaftaji,
2880.0,24.0,H,sandwitch,
2881.0,27.0,H,kaftaji,
2882.0,19.0,F,Crepe,
2883.0,51.0,F,lablebi,
2884.0,28.0,H,Salade,
2885.0,53.0,H,lablebi,
2886.0,23.0,H,Crepe,
2887.0,31.0,H,Salade,
2888.0,26.0,H,Crepe,
2889.0,43.0,H,sandwitch,
2890.0,34.0,H,sandwichAyari,
2891.0,34.0,F,kaftaji,
2892.0,19.0,F,pizza,
2893.0,50.0,H,makloub,
2894.0,56.0,F,Crepe,
2895.0,22.0,H,sandwichAyari,
2896.0,54.0,H,Salade,
2897.0,23.0,F,sandwichAyari,
2898.0,27.0,H,pizza,
2899.0,20.0,F,pizza,
2900.0,46.0,H,pizza,
2901.0,47.0,F,Burgers,
2902.0,50.0,H,Salade,
2903.0,41.0,F,Burgers,
2904.0,51.0,H,kaftaji,
2905.0,45.0,H,kaftaji,
2906.0,44.0,F,Salade,
2907.0,44.0,H,Salade,
2908.0,43.0,F,pizza,
2909.0,21.0,H,sandwichAyari,
2910.0,49.0,F,Crepe,
2911.0,45.0,H,makloub,
2912.0,35.0,H,Salade,
2913.0,53.0,H,kaftaji,
2914.0,51.0,H,lablebi,
2915.0,25.0,F,sandwitch,
2916.0,33.0,F,pizza,
2917.0,45.0,F,Crepe,
2918.0,40.0,H,sandwichAyari,
2919.0,44.0,H,Crepe,
2920.0,37.0,H,pizza,
2921.0,25.0,F,Salade,
2922.0,39.0,H,Burgers,
2923.0,51.0,F,kaftaji,
2924.0,27.0,H,sandwitch,
2925.0,49.0,H,lablebi,
2926.0,24.0,F,kaftaji,
2927.0,44.0,F,kaftaji,
2928.0,25.0,F,sandwichAyari,
2929.0,55.0,H,Crepe,
2930.0,21.0,F,sandwitch,
2931.0,22.0,H,sandwitch,
2932.0,33.0,F,sandwitch,
2933.0,34.0,H,Burgers,
2934.0,32.0,F,kaftaji,
2935.0,45.0,H,Crepe,
2936.0,33.0,H,Crepe,
2937.0,46.0,H,sandwitch,
2938.0,21.0,H,Crepe,
2939.0,50.0,H,sandwichAyari,
2940.0,41.0,F,lablebi,
2941.0,39.0,F,sandwichAyari,
2942.0,37.0,F,Burgers,
2943.0,49.0,F,Burgers,
2944.0,51.0,F,lablebi,
2945.0,47.0,F,sandwitch,
2946.0,54.0,H,Burgers,
2947.0,38.0,F,Crepe,
2948.0,29.0,H,Crepe,
2949.0,20.0,F,makloub,
2950.0,48.0,H,lablebi,
2951.0,47.0,F,kaftaji,
2952.0,44.0,H,Salade,
2953.0,49.0,H,sandwichAyari,
2954.0,41.0,H,sandwitch,
2955.0,28.0,F,Salade,
2956.0,51.0,H,pizza,
2957.0,44.0,F,Crepe,
2958.0,50.0,F,kaftaji,
2959.0,18.0,H,makloub,
2960.0,38.0,F,pizza,
2961.0,37.0,F,makloub,
2962.0,19.0,H,sandwichAyari,
2963.0,31.0,F,lablebi,
2964.0,26.0,F,sandwichAyari,
2965.0,51.0,F,sandwitch,
2966.0,53.0,F,Salade,
2967.0,46.0,F,sandwichAyari,
2968.0,25.0,H,Salade,
2969.0,48.0,H,Salade,
2970.0,26.0,F,pizza,
2971.0,20.0,F,sandwitch,
2972.0,23.0,H,Crepe,
2973.0,22.0,H,makloub,
2974.0,38.0,F,Burgers,
2975.0,36.0,F,Salade,
2976.0,53.0,F,Crepe,
2977.0,23.0,H,lablebi,
2978.0,45.0,H,Salade,
2979.0,35.0,F,sandwitch,
2980.0,44.0,F,lablebi,
2981.0,27.0,H,Crepe,
2982.0,31.0,H,sandwichAyari,
2983.0,34.0,H,Crepe,
2984.0,48.0,H,sandwitch,
2985.0,46.0,F,Crepe,
2986.0,23.0,H,sandwichAyari,
2987.0,23.0,F,kaftaji,
2988.0,25.0,F,pizza,
2989.0,55.0,F,Salade,
2990.0,55.0,H,Salade,
2991.0,31.0,H,makloub,
2992.0,30.0,H,pizza,
2993.0,40.0,H,sandwitch,
2994.0,21.0,H,sandwitch,
2995.0,34.0,H,Burgers,
2996.0,47.0,F,Burgers,
2997.0,25.0,H,kaftaji,
2998.0,48.0,H,kaftaji,
2999.0,21.0,F,lablebi,
3000.0,37.0,H,Burgers,
3001.0,41.0,F,kaftaji,
3002.0,25.0,H,lablebi,
3003.0,42.0,F,kaftaji,
3004.0,38.0,H,lablebi,
3005.0,51.0,H,Salade,
3006.0,44.0,F,makloub,
3007.0,48.0,F,sandwichAyari,
3008.0,42.0,H,pizza,
3009.0,39.0,F,kaftaji,
3010.0,40.0,H,lablebi,
3011.0,47.0,H,sandwichAyari,
3012.0,45.0,H,lablebi,
3013.0,28.0,H,Salade,
3014.0,43.0,H,Burgers,
3015.0,24.0,F,pizza,
3016.0,19.0,H,sandwitch,
3017.0,30.0,F,pizza,
3018.0,50.0,H,sandwitch,
3019.0,43.0,H,kaftaji,
3020.0,36.0,H,Salade,
3021.0,55.0,H,Salade,
3022.0,21.0,F,sandwichAyari,
3023.0,49.0,F,kaftaji,
3024.0,53.0,F,pizza,
3025.0,38.0,F,Burgers,
3026.0,24.0,H,lablebi,
3027.0,49.0,H,Crepe,
3028.0,20.0,F,Salade,
3029.0,27.0,H,Burgers,
3030.0,18.0,H,Salade,
3031.0,31.0,F,sandwichAyari,
3032.0,54.0,F,Salade,
3033.0,27.0,F,sandwichAyari,
3034.0,35.0,F,makloub,
3035.0,31.0,H,Burgers,
3036.0,44.0,F,Crepe,
3037.0,47.0,F,sandwitch,
3038.0,34.0,F,lablebi,
3039.0,38.0,F,makloub,
3040.0,19.0,H,lablebi,
3041.0,28.0,H,makloub,
3042.0,27.0,H,Crepe,
3043.0,32.0,F,lablebi,
3044.0,27.0,H,makloub,
3045.0,51.0,H,Crepe,
3046.0,51.0,F,Crepe,
3047.0,53.0,H,Salade,
3048.0,36.0,F,lablebi,
3049.0,32.0,H,Salade,
3050.0,25.0,F,Crepe,
3051.0,30.0,H,lablebi,
3052.0,43.0,F,sandwichAyari,
3053.0,43.0,F,kaftaji,
3054.0,46.0,H,makloub,
3055.0,51.0,H,sandwichAyari,
3056.0,50.0,F,Burgers,
3057.0,36.0,H,Salade,
3058.0,24.0,F,pizza,
3059.0,19.0,F,sandwitch,
3060.0,39.0,F,sandwitch,
3061.0,36.0,H,pizza,
3062.0,45.0,H,kaftaji,
3063.0,36.0,F,Burgers,
3064.0,47.0,H,kaftaji,
3065.0,25.0,F,kaftaji,
3066.0,19.0,F,kaftaji,
3067.0,45.0,F,kaftaji,
3068.0,42.0,H,makloub,
3069.0,20.0,H,Salade,
3070.0,46.0,H,sandwichAyari,
3071.0,24.0,F,sandwitch,
3072.0,41.0,F,sandwichAyari,
3073.0,23.0,H,lablebi,
3074.0,28.0,F,sandwitch,
3075.0,22.0,F,pizza,
3076.0,44.0,F,Burgers,
3077.0,50.0,H,Crepe,
3078.0,24.0,F,lablebi,
3079.0,49.0,F,sandwitch,
3080.0,52.0,F,pizza,
3081.0,54.0,H,sandwichAyari,
3082.0,32.0,F,Burgers,
3083.0,37.0,H,sandwitch,
3084.0,36.0,F,Crepe,
3085.0,45.0,F,sandwitch,
3086.0,52.0,F,sandwichAyari,
3087.0,50.0,F,sandwichAyari,
