idCustomer,AgeCustomer,Gender,AdressCustomer,CommandeCustom,
2370.0,41.0,Femme,Gamart,Salade,
2371.0,27.0,Homme,Cité Nasr,Salade,
2372.0,27.0,Homme,lac1,sandwitch,
2373.0,40.0,Femme,Cité tadamon,sandwitch,
2374.0,22.0,Homme,Manar,Burgers,
2375.0,25.0,Femme,Lafayet,makloub,
2376.0,56.0,Homme,Gamart,Salade,
2377.0,19.0,Femme,Borj louzir,makloub,
2378.0,56.0,Homme,Cité tadamon,Burgers,
2379.0,31.0,Homme,Ariana,pizza,
2380.0,30.0,Femme,Borj louzir,Salade,
2381.0,37.0,Homme,Cité Intilaka,sandwitch,
2382.0,22.0,Homme,Cité Intilaka,Burgers,
2383.0,32.0,Femme,Marsa,pizza,
2384.0,49.0,Homme,Cité Nasr,sandwitch,
2385.0,46.0,Homme,Cité Intilaka,Burgers,
2386.0,50.0,Homme,Manzeh,pizza,
2387.0,35.0,Femme,CentreHurbainNord,Burgers,
2388.0,29.0,Femme,Cité Intilaka,makloub,
2389.0,46.0,Homme,Borj louzir,Burgers,
2390.0,21.0,Homme,lac1,Crepe,
2391.0,32.0,Homme,Manar,Burgers,
2392.0,48.0,Femme,Gamart,Burgers,
2393.0,48.0,Femme,Cité Intilaka,makloub,
2394.0,47.0,Homme,Cité Intilaka,Salade,
2395.0,23.0,Homme,Manzeh,Crepe,
2396.0,55.0,Homme,Marsa,Crepe,
2397.0,48.0,Homme,Cité Intilaka,Crepe,
2398.0,46.0,Homme,Manzeh,Crepe,
2399.0,51.0,Femme,Cité Intilaka,sandwitch,
2400.0,47.0,Homme,Ghazale,pizza,
2401.0,53.0,Femme,Ghazale,makloub,
2402.0,55.0,Femme,Cité Nasr,makloub,
2403.0,47.0,Homme,Marsa,makloub,
2404.0,53.0,Femme,Marsa,Salade,
2405.0,20.0,Homme,Ghazale,Crepe,
2406.0,50.0,Homme,Manzeh,Crepe,
2407.0,37.0,Homme,Marsa,pizza,
2408.0,55.0,Homme,Borj louzir,Crepe,
2409.0,31.0,Homme,Cité tadamon,Salade,
2410.0,54.0,Homme,Gamart,Burgers,
2411.0,51.0,Femme,Manzeh,Salade,
2412.0,33.0,Homme,CentreHurbainNord,pizza,
2413.0,48.0,Femme,Manar,sandwitch,
2414.0,46.0,Homme,CentreHurbainNord,sandwitch,
2415.0,54.0,Femme,Lafayet,Crepe,
2416.0,31.0,Femme,Manzeh,Crepe,
2417.0,49.0,Femme,Manar,makloub,
2418.0,29.0,Homme,Lafayet,sandwitch,
2419.0,48.0,Femme,Ariana,Salade,
2420.0,31.0,Homme,Ghazale,Burgers,
2421.0,48.0,Femme,Cité Intilaka,sandwitch,
2422.0,41.0,Homme,Manar,sandwitch,
2423.0,54.0,Femme,CentreHurbainNord,pizza,
2424.0,49.0,Femme,Cité Intilaka,sandwitch,
2425.0,44.0,Homme,Marsa,pizza,
2426.0,23.0,Femme,Manzeh,sandwitch,
2427.0,46.0,Femme,Ariana,sandwitch,
2428.0,46.0,Femme,Lafayet,makloub,
2429.0,51.0,Femme,Cité Nasr,Burgers,
2430.0,33.0,Femme,Gamart,pizza,
2431.0,52.0,Homme,lac1,Burgers,
2432.0,36.0,Homme,Marsa,sandwitch,
2433.0,26.0,Homme,Cité Nasr,makloub,
2434.0,24.0,Homme,Gamart,Salade,
2435.0,18.0,Femme,Cité tadamon,makloub,
2436.0,18.0,Homme,Ghazale,Salade,
2437.0,20.0,Homme,Ghazale,sandwitch,
2438.0,22.0,Homme,Ghazale,pizza,
2439.0,36.0,Femme,CentreHurbainNord,Burgers,
2440.0,39.0,Homme,Cité Intilaka,pizza,
2441.0,39.0,Homme,Cité Nasr,sandwitch,
2442.0,36.0,Femme,Borj louzir,Crepe,
2443.0,18.0,Homme,lac1,pizza,
2444.0,42.0,Femme,Lafayet,Salade,
2445.0,55.0,Homme,Marsa,makloub,
2446.0,37.0,Femme,Cité tadamon,makloub,
2447.0,49.0,Femme,Cité tadamon,Crepe,
2448.0,51.0,Femme,Cité tadamon,Crepe,
2449.0,30.0,Homme,Cité tadamon,pizza,
2450.0,32.0,Homme,Gamart,Salade,
2451.0,29.0,Femme,Marsa,Burgers,
2452.0,42.0,Homme,Lafayet,Burgers,
2453.0,23.0,Femme,CentreHurbainNord,Salade,
2454.0,44.0,Homme,Gamart,Burgers,
2455.0,31.0,Femme,Marsa,makloub,
2456.0,52.0,Homme,CentreHurbainNord,Salade,
2457.0,31.0,Femme,Borj louzir,pizza,
2458.0,27.0,Homme,Cité Nasr,Salade,
2459.0,51.0,Femme,Ariana,Salade,
2460.0,46.0,Femme,Borj louzir,pizza,
2461.0,52.0,Homme,Borj louzir,Crepe,
2462.0,34.0,Femme,Gamart,Burgers,
2463.0,23.0,Femme,Lafayet,pizza,
2464.0,45.0,Homme,Cité Intilaka,Crepe,
2465.0,45.0,Femme,Cité tadamon,sandwitch,
2466.0,51.0,Femme,Manzeh,sandwitch,
2467.0,28.0,Homme,Marsa,sandwitch,
2468.0,42.0,Femme,Manzeh,Burgers,
2469.0,21.0,Femme,Borj louzir,sandwitch,
2470.0,28.0,Femme,Ghazale,Crepe,
2471.0,20.0,Homme,Marsa,makloub,
2472.0,50.0,Homme,Manzeh,sandwitch,
2473.0,28.0,Femme,Marsa,Burgers,
2474.0,54.0,Femme,CentreHurbainNord,Burgers,
2475.0,32.0,Homme,Lafayet,pizza,
2476.0,29.0,Femme,Gamart,Burgers,
2477.0,28.0,Femme,Ariana,Crepe,
2478.0,47.0,Homme,Manar,Salade,
2479.0,54.0,Homme,Manzeh,pizza,
2480.0,19.0,Femme,Ghazale,sandwitch,
2481.0,22.0,Homme,Gamart,Salade,
2482.0,36.0,Homme,Borj louzir,Burgers,
2483.0,52.0,Femme,Gamart,pizza,
2484.0,32.0,Homme,CentreHurbainNord,makloub,
2485.0,25.0,Femme,Gamart,Crepe,
2486.0,22.0,Femme,Cité Intilaka,makloub,
2487.0,46.0,Homme,Gamart,Salade,
2488.0,53.0,Femme,CentreHurbainNord,sandwitch,
2489.0,46.0,Homme,Ariana,Crepe,
2490.0,39.0,Femme,lac1,sandwitch,
2491.0,53.0,Homme,Lafayet,Crepe,
2492.0,34.0,Femme,Ariana,Salade,
2493.0,44.0,Femme,Borj louzir,pizza,
2494.0,33.0,Femme,Gamart,makloub,
2495.0,29.0,Homme,Manar,Crepe,
2496.0,36.0,Homme,Manar,pizza,
2497.0,26.0,Femme,Ariana,Salade,
2498.0,45.0,Homme,Cité Nasr,makloub,
2499.0,20.0,Femme,Manzeh,makloub,
2500.0,21.0,Femme,lac1,makloub,
2501.0,47.0,Femme,lac1,Burgers,
2502.0,19.0,Homme,Ghazale,pizza,
2503.0,30.0,Femme,Ghazale,Crepe,
2504.0,46.0,Femme,Cité Intilaka,Burgers,
2505.0,55.0,Femme,lac1,makloub,
2506.0,32.0,Homme,Ariana,Burgers,
2507.0,51.0,Femme,Marsa,Burgers,
2508.0,33.0,Femme,Cité Intilaka,sandwitch,
2509.0,33.0,Femme,CentreHurbainNord,Salade,
2510.0,22.0,Homme,Ghazale,sandwitch,
2511.0,37.0,Homme,Lafayet,Crepe,
2512.0,19.0,Homme,CentreHurbainNord,Crepe,
2513.0,35.0,Femme,CentreHurbainNord,sandwitch,
2514.0,50.0,Femme,Cité tadamon,Burgers,
2515.0,22.0,Femme,Cité Intilaka,pizza,
2516.0,39.0,Homme,Ariana,Burgers,
2517.0,50.0,Homme,Ghazale,pizza,
2518.0,47.0,Femme,Cité Nasr,Crepe,
2519.0,23.0,Femme,Ghazale,Burgers,
2520.0,39.0,Femme,Borj louzir,Burgers,
2521.0,48.0,Femme,Cité tadamon,Burgers,
2522.0,23.0,Femme,CentreHurbainNord,pizza,
2523.0,33.0,Femme,lac1,Burgers,
2524.0,23.0,Femme,Cité Nasr,pizza,
2525.0,55.0,Femme,Cité Intilaka,pizza,
2526.0,45.0,Femme,Cité tadamon,Salade,
2527.0,26.0,Femme,lac1,makloub,
2528.0,44.0,Homme,Lafayet,sandwitch,
2529.0,50.0,Homme,Cité Intilaka,sandwitch,
2530.0,21.0,Homme,CentreHurbainNord,sandwitch,
2531.0,37.0,Femme,Cité Nasr,Crepe,
2532.0,31.0,Femme,Marsa,sandwitch,
2533.0,25.0,Homme,Borj louzir,Burgers,
2534.0,47.0,Homme,Manar,makloub,
2535.0,37.0,Femme,Ghazale,pizza,
2536.0,43.0,Femme,Manar,Salade,
2537.0,46.0,Homme,Manzeh,Burgers,
2538.0,35.0,Homme,Gamart,Crepe,
2539.0,45.0,Homme,Marsa,sandwitch,
2540.0,23.0,Femme,Cité Nasr,pizza,
2541.0,49.0,Homme,lac1,Crepe,
2542.0,45.0,Femme,Borj louzir,sandwitch,
2543.0,37.0,Homme,Manar,sandwitch,
2544.0,32.0,Homme,Ariana,Burgers,
2545.0,36.0,Homme,Borj louzir,sandwitch,
2546.0,44.0,Homme,lac1,pizza,
2547.0,37.0,Homme,Ghazale,makloub,
2548.0,50.0,Femme,Borj louzir,Salade,
2549.0,23.0,Homme,Gamart,Crepe,
2550.0,19.0,Femme,Cité Intilaka,Burgers,
2551.0,40.0,Femme,Cité Nasr,Burgers,
2552.0,42.0,Homme,Cité Intilaka,Salade,
2553.0,27.0,Femme,Ghazale,sandwitch,
2554.0,48.0,Homme,Borj louzir,Burgers,
2555.0,44.0,Homme,Manzeh,pizza,
2556.0,53.0,Femme,Cité Intilaka,makloub,
2557.0,35.0,Homme,Cité Intilaka,sandwitch,
2558.0,30.0,Homme,Ghazale,makloub,
2559.0,46.0,Femme,Marsa,Crepe,
2560.0,52.0,Femme,Borj louzir,makloub,
2561.0,37.0,Femme,lac1,Crepe,
2562.0,37.0,Homme,Manar,sandwitch,
2563.0,47.0,Homme,Manzeh,pizza,
2564.0,54.0,Homme,Borj louzir,makloub,
2565.0,47.0,Homme,Manzeh,sandwitch,
2566.0,31.0,Homme,Borj louzir,pizza,
2567.0,30.0,Homme,Ariana,Burgers,
2568.0,29.0,Femme,Cité tadamon,makloub,
2569.0,27.0,Homme,Cité tadamon,sandwitch,
2570.0,44.0,Homme,Ariana,pizza,
2571.0,31.0,Homme,Ghazale,pizza,
2572.0,52.0,Femme,Cité tadamon,Salade,
2573.0,49.0,Homme,Lafayet,sandwitch,
2574.0,25.0,Homme,Cité Nasr,Salade,
2575.0,38.0,Homme,Marsa,Burgers,
2576.0,47.0,Homme,CentreHurbainNord,Crepe,
2577.0,39.0,Femme,Ariana,Crepe,
2578.0,32.0,Femme,Manar,Crepe,
2579.0,27.0,Homme,Ariana,Salade,
2580.0,35.0,Femme,Lafayet,Burgers,
2581.0,19.0,Femme,Ghazale,makloub,
2582.0,45.0,Homme,Gamart,sandwitch,
2583.0,40.0,Femme,Cité Intilaka,sandwitch,
2584.0,36.0,Homme,Manar,sandwitch,
2585.0,47.0,Homme,Borj louzir,makloub,
2586.0,32.0,Femme,Cité tadamon,Burgers,
2587.0,28.0,Homme,Marsa,sandwitch,
2588.0,40.0,Femme,Manzeh,Salade,
2589.0,27.0,Homme,Ariana,pizza,
2590.0,37.0,Homme,Cité Nasr,makloub,
2591.0,35.0,Homme,Ariana,Crepe,
2592.0,35.0,Femme,Gamart,Crepe,
2593.0,41.0,Femme,Manzeh,pizza,
2594.0,53.0,Femme,Manzeh,pizza,
2595.0,46.0,Femme,Marsa,pizza,
2596.0,20.0,Homme,Cité Intilaka,Salade,
2597.0,23.0,Femme,lac1,Crepe,
2598.0,20.0,Homme,Cité tadamon,Crepe,
2599.0,33.0,Homme,lac1,pizza,
2600.0,47.0,Homme,lac1,makloub,
2601.0,19.0,Homme,Manar,makloub,
2602.0,53.0,Femme,lac1,pizza,
2603.0,43.0,Homme,Manzeh,makloub,
2604.0,32.0,Homme,Marsa,Salade,
2605.0,28.0,Femme,CentreHurbainNord,Salade,
2606.0,41.0,Femme,CentreHurbainNord,Burgers,
2607.0,47.0,Homme,Cité Intilaka,Salade,
2608.0,29.0,Femme,CentreHurbainNord,makloub,
2609.0,30.0,Femme,Lafayet,Crepe,
2610.0,22.0,Homme,Manar,Salade,
2611.0,52.0,Homme,Cité tadamon,pizza,
2612.0,27.0,Femme,Manzeh,Burgers,
2613.0,44.0,Homme,Ghazale,Burgers,
2614.0,22.0,Femme,Manar,sandwitch,
2615.0,39.0,Homme,Manar,pizza,
2616.0,51.0,Femme,Cité tadamon,Burgers,
2617.0,35.0,Femme,CentreHurbainNord,Crepe,
2618.0,37.0,Femme,lac1,sandwitch,
2619.0,25.0,Femme,Gamart,makloub,
2620.0,46.0,Femme,Ghazale,sandwitch,
2621.0,39.0,Femme,Manar,Salade,
2622.0,23.0,Homme,Ghazale,Burgers,
2623.0,55.0,Homme,Marsa,Salade,
2624.0,47.0,Homme,Cité Nasr,pizza,
2625.0,54.0,Homme,lac1,pizza,
2626.0,34.0,Femme,Manzeh,Salade,
2627.0,55.0,Homme,Ghazale,pizza,
2628.0,43.0,Homme,Cité tadamon,pizza,
2629.0,34.0,Femme,Manar,Burgers,
2630.0,47.0,Homme,Cité tadamon,sandwitch,
2631.0,19.0,Femme,Lafayet,sandwitch,
2632.0,54.0,Homme,Cité tadamon,sandwitch,
2633.0,23.0,Homme,Marsa,Crepe,
2634.0,26.0,Femme,CentreHurbainNord,Burgers,
2635.0,44.0,Homme,CentreHurbainNord,Salade,
2636.0,51.0,Femme,CentreHurbainNord,Salade,
2637.0,27.0,Femme,Borj louzir,Burgers,
2638.0,45.0,Femme,Marsa,Crepe,
2639.0,34.0,Femme,lac1,Crepe,
2640.0,45.0,Femme,Manar,makloub,
2641.0,41.0,Femme,Gamart,Burgers,
2642.0,43.0,Homme,lac1,makloub,
2643.0,42.0,Femme,Ariana,Crepe,
2644.0,31.0,Femme,Marsa,Salade,
2645.0,42.0,Homme,Marsa,Crepe,
2646.0,31.0,Femme,Cité tadamon,sandwitch,
2647.0,52.0,Femme,lac1,Salade,
2648.0,44.0,Homme,Ghazale,makloub,
2649.0,33.0,Femme,lac1,sandwitch,
2650.0,29.0,Femme,lac1,pizza,
2651.0,41.0,Homme,Manzeh,pizza,
2652.0,40.0,Homme,CentreHurbainNord,Burgers,
2653.0,41.0,Homme,Manzeh,Burgers,
2654.0,19.0,Femme,Cité Nasr,Salade,
2655.0,37.0,Homme,Ghazale,Salade,
2656.0,45.0,Femme,Cité Intilaka,makloub,
2657.0,18.0,Femme,Cité tadamon,makloub,
2658.0,27.0,Homme,Manzeh,sandwitch,
2659.0,56.0,Homme,Ghazale,Salade,
2660.0,33.0,Homme,Manar,sandwitch,
2661.0,49.0,Homme,Cité tadamon,pizza,
2662.0,36.0,Femme,CentreHurbainNord,pizza,
2663.0,25.0,Femme,Lafayet,Salade,
2664.0,23.0,Femme,Borj louzir,Crepe,
2665.0,43.0,Femme,CentreHurbainNord,makloub,
2666.0,42.0,Femme,Ariana,makloub,
2667.0,28.0,Femme,Manzeh,makloub,
2668.0,19.0,Homme,Ariana,pizza,
2669.0,25.0,Homme,Ariana,Salade,
2670.0,39.0,Femme,lac1,Burgers,
2671.0,26.0,Homme,Marsa,sandwitch,
2672.0,29.0,Femme,lac1,pizza,
2673.0,50.0,Femme,Marsa,Burgers,
2674.0,33.0,Femme,lac1,sandwitch,
2675.0,36.0,Femme,Ghazale,pizza,
2676.0,45.0,Femme,Ariana,Crepe,
2677.0,37.0,Homme,Cité Intilaka,makloub,
2678.0,54.0,Homme,lac1,Burgers,
2679.0,18.0,Homme,Manar,Salade,
2680.0,38.0,Homme,CentreHurbainNord,pizza,
2681.0,37.0,Homme,Ariana,Salade,
2682.0,42.0,Homme,Marsa,Salade,
2683.0,48.0,Homme,Lafayet,pizza,
2684.0,36.0,Homme,Ghazale,Burgers,
2685.0,52.0,Homme,Manzeh,Crepe,
2686.0,42.0,Femme,CentreHurbainNord,makloub,
2687.0,28.0,Homme,Lafayet,Burgers,
2688.0,41.0,Homme,Ariana,Burgers,
2689.0,31.0,Femme,Marsa,sandwitch,
2690.0,47.0,Femme,CentreHurbainNord,Crepe,
2691.0,47.0,Homme,lac1,pizza,
2692.0,21.0,Femme,Manzeh,Salade,
2693.0,22.0,Homme,Cité tadamon,Crepe,
2694.0,55.0,Homme,CentreHurbainNord,Crepe,
2695.0,47.0,Femme,Manar,Burgers,
2696.0,47.0,Homme,lac1,Salade,
2697.0,53.0,Homme,Manzeh,Crepe,
2698.0,42.0,Homme,Lafayet,makloub,
2699.0,20.0,Femme,Borj louzir,makloub,
2700.0,46.0,Homme,Gamart,sandwitch,
2701.0,23.0,Femme,Marsa,Salade,
2702.0,25.0,Femme,Cité tadamon,sandwitch,
2703.0,26.0,Homme,Manzeh,Salade,
2704.0,43.0,Homme,CentreHurbainNord,sandwitch,
2705.0,43.0,Homme,CentreHurbainNord,Salade,
2706.0,45.0,Homme,CentreHurbainNord,Salade,
2707.0,53.0,Femme,Borj louzir,sandwitch,
2708.0,24.0,Femme,Cité Nasr,Crepe,
2709.0,50.0,Femme,Ghazale,Burgers,
2710.0,45.0,Femme,lac1,pizza,
2711.0,43.0,Homme,Manar,Crepe,
2712.0,47.0,Homme,Gamart,sandwitch,
2713.0,49.0,Femme,Cité tadamon,Salade,
2714.0,34.0,Homme,Marsa,pizza,
2715.0,25.0,Homme,Borj louzir,pizza,
2716.0,55.0,Femme,Cité Intilaka,sandwitch,
2717.0,35.0,Femme,Borj louzir,pizza,
2718.0,49.0,Femme,Ghazale,makloub,
2719.0,41.0,Femme,Ghazale,sandwitch,
2720.0,23.0,Femme,Gamart,Crepe,
2721.0,30.0,Homme,Marsa,Burgers,
2722.0,25.0,Homme,Gamart,makloub,
2723.0,29.0,Homme,Ghazale,pizza,
2724.0,19.0,Femme,Cité Intilaka,Burgers,
2725.0,50.0,Femme,Cité tadamon,Crepe,
2726.0,50.0,Homme,Marsa,Salade,
2727.0,23.0,Homme,Manzeh,Salade,
2728.0,42.0,Femme,Borj louzir,pizza,
2729.0,46.0,Femme,Cité tadamon,Crepe,
2730.0,36.0,Femme,Lafayet,Salade,
2731.0,54.0,Femme,lac1,Burgers,
2732.0,21.0,Femme,Ariana,Crepe,
2733.0,30.0,Femme,Marsa,Crepe,
2734.0,42.0,Homme,Cité Intilaka,pizza,
2735.0,52.0,Femme,lac1,Crepe,
2736.0,52.0,Femme,Gamart,Crepe,
2737.0,42.0,Homme,lac1,sandwitch,
2738.0,33.0,Homme,Manar,Crepe,
2739.0,47.0,Femme,Manar,Salade,
2740.0,37.0,Homme,Borj louzir,Salade,
2741.0,27.0,Homme,Ariana,makloub,
2742.0,46.0,Femme,Marsa,pizza,
2743.0,44.0,Homme,Cité Nasr,makloub,
2744.0,45.0,Homme,Cité Nasr,makloub,
2745.0,46.0,Femme,lac1,pizza,
2746.0,27.0,Femme,Cité Intilaka,Salade,
2747.0,53.0,Homme,Lafayet,Salade,
2748.0,25.0,Homme,Borj louzir,Burgers,
2749.0,42.0,Femme,Ghazale,Burgers,
2750.0,24.0,Homme,Borj louzir,Salade,
2751.0,27.0,Homme,Marsa,pizza,
2752.0,45.0,Homme,Borj louzir,makloub,
2753.0,20.0,Femme,Ghazale,pizza,
2754.0,54.0,Homme,Borj louzir,pizza,
2755.0,45.0,Femme,Ariana,Crepe,
2756.0,24.0,Femme,Manzeh,Salade,
2757.0,38.0,Homme,Ghazale,sandwitch,
2758.0,40.0,Homme,Cité Nasr,Crepe,
2759.0,46.0,Femme,Ghazale,Salade,
2760.0,27.0,Femme,lac1,Crepe,
2761.0,48.0,Femme,Lafayet,Burgers,
2762.0,19.0,Homme,Gamart,sandwitch,
2763.0,36.0,Homme,Lafayet,pizza,
2764.0,54.0,Homme,Lafayet,sandwitch,
2765.0,55.0,Femme,Gamart,Crepe,
2766.0,30.0,Homme,Cité tadamon,sandwitch,
2767.0,35.0,Homme,CentreHurbainNord,Burgers,
2768.0,19.0,Homme,Marsa,Crepe,
2769.0,35.0,Femme,Gamart,Crepe,
2770.0,43.0,Homme,Ariana,Crepe,
2771.0,29.0,Homme,Borj louzir,pizza,
2772.0,19.0,Femme,Cité tadamon,makloub,
2773.0,45.0,Femme,lac1,Burgers,
2774.0,50.0,Femme,CentreHurbainNord,sandwitch,
2775.0,48.0,Femme,Ghazale,Crepe,
2776.0,23.0,Femme,Gamart,Burgers,
2777.0,48.0,Homme,CentreHurbainNord,pizza,
2778.0,26.0,Femme,lac1,Burgers,
2779.0,34.0,Homme,Ghazale,pizza,
2780.0,23.0,Femme,Lafayet,Crepe,
2781.0,55.0,Homme,Lafayet,pizza,
2782.0,29.0,Homme,Cité Nasr,sandwitch,
2783.0,37.0,Femme,Manzeh,sandwitch,
2784.0,52.0,Femme,Ghazale,Crepe,
2785.0,40.0,Homme,Borj louzir,makloub,
2786.0,53.0,Homme,Lafayet,Burgers,
2787.0,36.0,Femme,Cité Nasr,Crepe,
2788.0,48.0,Femme,Cité Intilaka,pizza,
2789.0,19.0,Homme,Cité tadamon,Salade,
2790.0,24.0,Homme,Manzeh,pizza,
2791.0,32.0,Femme,Ariana,Crepe,
2792.0,29.0,Femme,CentreHurbainNord,sandwitch,
2793.0,40.0,Homme,Ghazale,Salade,
2794.0,46.0,Homme,CentreHurbainNord,makloub,
2795.0,43.0,Homme,Gamart,Burgers,
2796.0,40.0,Femme,Ghazale,Salade,
2797.0,28.0,Homme,lac1,pizza,
2798.0,36.0,Femme,Cité Nasr,Crepe,
2799.0,31.0,Femme,Borj louzir,pizza,
2800.0,45.0,Homme,Ariana,Crepe,
2801.0,24.0,Homme,Cité tadamon,sandwitch,
2802.0,55.0,Homme,lac1,Crepe,
2803.0,36.0,Femme,CentreHurbainNord,Crepe,
2804.0,24.0,Femme,Cité Intilaka,Burgers,
2805.0,26.0,Femme,Manzeh,makloub,
2806.0,22.0,Homme,Cité tadamon,sandwitch,
2807.0,45.0,Homme,Manzeh,makloub,
2808.0,55.0,Femme,Gamart,pizza,
2809.0,34.0,Femme,Cité Nasr,makloub,
2810.0,23.0,Homme,Marsa,Burgers,
2811.0,29.0,Femme,lac1,pizza,
2812.0,43.0,Homme,Manzeh,Crepe,
2813.0,35.0,Femme,Manzeh,sandwitch,
2814.0,37.0,Femme,Gamart,pizza,
2815.0,25.0,Femme,CentreHurbainNord,sandwitch,
2816.0,32.0,Homme,Marsa,sandwitch,
2817.0,33.0,Femme,Manar,sandwitch,
2818.0,32.0,Homme,Ghazale,Salade,
2819.0,49.0,Femme,Ariana,Crepe,
2820.0,29.0,Femme,Borj louzir,pizza,
2821.0,33.0,Homme,Borj louzir,Salade,
2822.0,44.0,Femme,Borj louzir,pizza,
2823.0,21.0,Femme,Cité Nasr,Salade,
2824.0,45.0,Homme,Cité tadamon,sandwitch,
2825.0,31.0,Femme,CentreHurbainNord,sandwitch,
2826.0,51.0,Homme,Marsa,makloub,
2827.0,54.0,Homme,Cité Nasr,makloub,
2828.0,31.0,Femme,Ariana,sandwitch,
2829.0,47.0,Femme,lac1,makloub,
2830.0,55.0,Homme,Lafayet,Salade,
2831.0,24.0,Femme,lac1,sandwitch,
2832.0,21.0,Homme,Lafayet,makloub,
2833.0,51.0,Homme,Ariana,makloub,
2834.0,38.0,Femme,Borj louzir,Burgers,
2835.0,45.0,Homme,Manar,Crepe,
2836.0,36.0,Femme,Cité tadamon,Burgers,
2837.0,42.0,Homme,Gamart,pizza,
2838.0,42.0,Femme,Gamart,Crepe,
2839.0,41.0,Femme,Cité tadamon,pizza,
2840.0,31.0,Femme,CentreHurbainNord,Salade,
2841.0,25.0,Femme,Lafayet,pizza,
2842.0,51.0,Femme,Gamart,Crepe,
2843.0,36.0,Homme,Manar,makloub,
2844.0,30.0,Homme,Borj louzir,sandwitch,
2845.0,49.0,Femme,Marsa,Burgers,
2846.0,44.0,Homme,Borj louzir,makloub,
2847.0,34.0,Homme,Ghazale,Salade,
2848.0,47.0,Femme,Manzeh,makloub,
2849.0,21.0,Homme,Manar,Salade,
2850.0,37.0,Femme,Ghazale,makloub,
2851.0,33.0,Homme,lac1,pizza,
2852.0,24.0,Femme,Cité Nasr,makloub,
2853.0,51.0,Femme,Manzeh,Crepe,
2854.0,32.0,Homme,Manar,pizza,
2855.0,55.0,Homme,lac1,Crepe,
2856.0,41.0,Homme,CentreHurbainNord,Burgers,
2857.0,29.0,Homme,Marsa,makloub,
2858.0,54.0,Homme,Gamart,Crepe,
2859.0,44.0,Femme,Gamart,sandwitch,
2860.0,20.0,Femme,Ariana,makloub,
2861.0,51.0,Homme,Cité tadamon,pizza,
2862.0,29.0,Femme,Borj louzir,sandwitch,
2863.0,41.0,Homme,Borj louzir,Salade,
2864.0,54.0,Femme,Borj louzir,pizza,
2865.0,32.0,Homme,Ghazale,Crepe,
2866.0,46.0,Homme,Borj louzir,makloub,
2867.0,38.0,Homme,Cité Intilaka,Crepe,
2868.0,49.0,Femme,Manzeh,makloub,
2869.0,49.0,Femme,Manar,makloub,
2870.0,48.0,Femme,Ariana,Salade,
2871.0,42.0,Homme,Manzeh,Crepe,
2872.0,45.0,Femme,Gamart,Burgers,
2873.0,22.0,Homme,CentreHurbainNord,sandwitch,
2874.0,52.0,Femme,Gamart,pizza,
2875.0,45.0,Femme,Borj louzir,sandwitch,
2876.0,45.0,Homme,Manzeh,makloub,
2877.0,30.0,Femme,Ghazale,Crepe,
2878.0,37.0,Femme,Cité tadamon,makloub,
2879.0,51.0,Femme,Gamart,Salade,
2880.0,25.0,Femme,CentreHurbainNord,sandwitch,
2881.0,29.0,Femme,CentreHurbainNord,sandwitch,
2882.0,23.0,Femme,Cité Intilaka,Crepe,
2883.0,36.0,Femme,Ghazale,Salade,
2884.0,35.0,Femme,CentreHurbainNord,makloub,
2885.0,18.0,Femme,Manar,sandwitch,
2886.0,48.0,Homme,Cité tadamon,sandwitch,
2887.0,48.0,Femme,Ghazale,Crepe,
2888.0,43.0,Homme,Borj louzir,pizza,
2889.0,27.0,Femme,Manzeh,makloub,
2890.0,41.0,Femme,Manzeh,pizza,
2891.0,33.0,Homme,Cité Intilaka,Burgers,
2892.0,26.0,Femme,Lafayet,sandwitch,
2893.0,42.0,Homme,Lafayet,Salade,
2894.0,49.0,Femme,Manzeh,makloub,
2895.0,54.0,Homme,Marsa,Crepe,
2896.0,26.0,Femme,Cité tadamon,sandwitch,
2897.0,36.0,Homme,Ghazale,Crepe,
2898.0,19.0,Homme,Manzeh,Crepe,
2899.0,49.0,Femme,Cité Nasr,pizza,
2900.0,49.0,Femme,CentreHurbainNord,makloub,
2901.0,53.0,Femme,Ariana,Burgers,
2902.0,36.0,Homme,lac1,pizza,
2903.0,52.0,Femme,Cité tadamon,pizza,
2904.0,33.0,Femme,Cité Nasr,sandwitch,
2905.0,34.0,Femme,Borj louzir,makloub,
2906.0,25.0,Femme,Lafayet,pizza,
2907.0,24.0,Homme,Borj louzir,Crepe,
2908.0,55.0,Homme,Lafayet,makloub,
2909.0,40.0,Homme,Cité Intilaka,pizza,
2910.0,46.0,Femme,Lafayet,Crepe,
2911.0,25.0,Homme,Cité Intilaka,Crepe,
2912.0,37.0,Femme,Manar,Salade,
2913.0,55.0,Femme,Lafayet,sandwitch,
2914.0,40.0,Femme,Lafayet,Crepe,
2915.0,51.0,Femme,CentreHurbainNord,pizza,
2916.0,29.0,Homme,Ariana,makloub,
2917.0,26.0,Homme,Ariana,sandwitch,
2918.0,27.0,Femme,CentreHurbainNord,makloub,
2919.0,56.0,Femme,Ariana,makloub,
2920.0,47.0,Homme,Ariana,makloub,
2921.0,27.0,Homme,Cité tadamon,sandwitch,
2922.0,39.0,Femme,Manar,sandwitch,
2923.0,50.0,Femme,Marsa,sandwitch,
2924.0,46.0,Homme,Ghazale,Burgers,
2925.0,50.0,Homme,CentreHurbainNord,makloub,
