customer,platScalop,Sandwich Baguette XL,Pancake Fruit Secsn,Pizza Chees,Pizza Garden Specieal,Pizza The Hawaiian,Plat Tunisien,SAlade Maison,SAndwich Philly Steak,Sandwich Tuinisien,Sandwich Zinger,Lablebi,sandwich Scalope,Sandwic hAyari
458,1,0,0,0,1,0,1,1,0,0,1,0,1,0
459,1,0,0,0,1,0,0,0,1,0,0,0,1,1
460,0,0,0,0,1,1,0,0,1,1,0,1,1,0
461,1,0,0,0,0,0,1,0,0,0,1,1,1,1
462,1,1,1,0,1,0,1,1,0,1,0,1,0,0
463,1,0,0,0,1,0,0,0,1,1,1,0,1,0
464,0,0,0,1,0,0,1,0,0,1,0,1,1,1
465,0,0,0,0,0,0,0,0,0,1,0,0,0,1
466,1,0,0,0,0,0,0,1,0,0,1,0,0,1
467,1,1,1,1,0,1,1,0,1,0,0,1,1,1
468,1,0,0,1,1,0,0,1,0,0,0,1,0,1
469,0,0,0,1,0,1,0,1,1,0,1,0,0,1
470,1,1,1,0,0,0,0,1,0,1,0,1,0,1
471,1,1,1,0,0,1,1,1,0,1,1,0,1,0
472,0,1,1,0,1,0,1,1,0,1,0,1,1,1
473,1,0,0,0,1,1,0,0,0,0,0,1,1,0
474,1,0,0,1,0,0,1,1,1,1,0,1,0,0
475,0,0,0,1,0,1,0,0,1,0,1,0,1,0
476,1,0,0,0,0,0,1,0,0,0,1,0,0,0
477,1,0,0,1,0,0,1,0,1,0,1,1,1,0
478,0,1,1,1,1,0,0,1,0,1,0,1,1,0
479,1,1,1,0,1,1,1,1,0,1,1,0,1,0
480,0,1,1,1,0,1,0,0,0,0,0,1,1,0
481,1,1,1,0,1,0,0,0,0,1,1,1,0,1
482,0,0,0,0,0,0,1,0,1,1,0,0,1,0
483,1,0,0,1,1,0,0,0,1,1,1,1,1,1
484,1,0,0,1,0,0,0,1,1,1,0,0,1,0
485,0,1,1,0,1,0,0,0,1,1,1,0,1,0
486,1,0,0,0,1,1,0,1,0,0,0,0,1,0
487,1,1,1,1,1,0,1,1,1,0,1,0,0,0
488,0,1,1,0,1,0,1,1,1,0,1,1,0,1
489,1,1,1,1,0,1,1,0,1,0,1,1,1,0
490,0,1,1,1,0,1,0,1,1,0,0,0,0,0
491,1,0,0,0,0,1,1,1,0,1,1,1,1,0
492,0,0,0,0,1,0,0,1,1,1,0,0,0,0
493,1,1,1,0,0,1,1,1,1,1,0,1,1,0
494,0,0,0,1,1,0,0,1,0,0,1,1,0,0
495,0,1,1,0,1,0,1,1,0,0,0,0,1,1
496,0,0,0,1,1,0,1,1,1,1,1,0,1,0
497,0,0,0,1,1,0,0,0,1,1,1,1,1,1
498,0,0,0,1,0,0,1,0,0,0,1,0,1,1
499,0,1,1,1,0,1,1,1,1,0,1,0,1,0
500,0,1,1,0,0,1,1,1,0,0,1,0,0,1
501,1,0,0,0,0,1,0,1,0,0,0,1,0,0
502,0,0,0,0,1,1,1,1,1,0,1,0,0,1
503,0,1,1,1,1,1,0,0,0,0,0,0,0,0
504,0,1,1,1,0,0,1,1,1,1,0,1,1,0
505,0,1,1,1,1,1,0,1,1,0,1,1,1,0
506,1,0,0,0,1,0,1,1,1,0,1,0,1,0
507,0,0,0,1,0,0,1,0,1,1,0,1,0,1
508,0,1,1,1,0,0,1,0,1,0,1,0,0,1
509,1,1,1,0,1,1,1,1,1,0,1,1,0,1
510,0,0,0,1,0,0,1,0,0,0,0,0,1,0
511,1,0,0,0,0,1,1,1,1,1,0,0,1,1
512,1,1,1,0,0,0,1,0,1,1,1,0,1,1
513,1,1,1,1,0,0,1,0,0,0,1,1,1,0
514,0,0,0,1,1,0,1,1,0,0,0,0,0,1
515,1,0,0,0,0,1,0,1,1,0,1,1,1,0
516,0,0,0,0,1,1,1,1,1,0,0,0,1,0
517,0,1,1,0,1,1,1,0,1,0,0,1,0,1
518,1,1,1,0,0,0,1,1,1,1,0,0,1,0
519,0,0,0,1,0,0,1,1,1,1,0,0,1,0
520,1,1,1,1,1,0,0,1,1,0,0,0,1,0
521,0,0,0,1,0,1,0,1,0,0,1,1,1,0
522,1,0,0,0,0,0,0,1,0,1,0,1,1,0
523,1,1,1,0,1,0,0,0,0,1,0,0,0,1
524,1,1,1,1,0,0,1,0,0,1,1,1,1,1
525,1,0,0,1,0,0,1,0,0,0,0,0,0,1
526,1,0,0,0,1,1,0,0,0,0,0,1,0,0
527,0,1,1,0,1,1,1,1,0,0,1,1,0,0
528,0,0,0,0,0,0,0,1,0,1,0,1,0,0
529,0,1,1,0,0,0,0,0,0,1,0,1,0,1
530,0,1,1,0,0,1,1,0,1,0,1,0,0,1
531,0,0,0,1,1,0,1,1,0,0,1,1,0,0
532,0,0,0,1,1,0,0,0,0,1,0,0,0,1
533,0,1,1,0,0,1,0,1,0,1,1,1,0,1
534,1,0,0,1,1,0,0,1,1,1,0,1,0,0
535,1,0,0,1,1,1,1,1,1,1,0,1,0,1
536,0,1,1,0,0,1,1,1,0,0,1,0,1,1
537,1,0,0,0,0,0,0,1,1,0,1,0,0,0
538,0,0,0,0,0,1,1,0,1,0,0,0,1,1
539,1,1,1,0,1,0,0,0,1,1,1,1,1,0
540,1,1,1,0,1,1,1,0,1,0,1,1,1,1
541,1,1,1,0,1,1,1,1,0,0,0,0,0,1
542,0,1,1,1,1,1,0,0,1,1,0,1,1,0
543,1,0,0,0,1,1,1,1,1,1,0,0,1,0
544,1,1,1,0,0,0,1,0,1,1,1,0,0,1
545,0,0,0,1,1,1,1,0,0,1,0,1,1,1
546,1,0,0,0,1,0,0,1,0,0,1,0,1,0
547,1,1,1,1,1,1,1,1,0,1,1,0,0,0
548,0,1,1,1,1,1,0,1,1,1,0,1,1,0
549,0,0,0,0,0,1,1,1,1,1,1,0,1,0
550,0,1,1,1,1,1,0,0,1,1,0,1,1,0
551,1,0,0,1,1,0,1,1,1,1,0,1,1,0
552,1,1,1,1,0,1,1,1,0,1,0,1,0,0
553,1,1,1,0,1,0,1,0,0,0,0,1,0,1
554,0,1,1,0,1,1,0,1,1,0,1,0,0,0
555,0,1,1,0,1,1,0,1,1,0,0,1,0,0
556,0,1,1,0,1,1,1,0,1,1,1,1,1,1
557,0,0,0,0,1,1,0,1,0,0,1,0,1,1
558,1,0,0,1,0,1,1,1,1,0,0,0,0,0
559,0,0,0,1,1,0,0,1,1,0,1,1,1,0
560,0,1,1,0,0,0,0,0,1,1,1,1,0,0
561,1,0,0,0,0,1,0,0,1,0,1,1,0,0
562,0,0,0,0,1,0,0,1,1,1,1,0,0,0
563,1,1,1,0,0,1,1,0,0,1,1,1,0,0
564,0,0,0,1,1,1,1,0,0,1,1,0,1,0
565,0,1,1,1,0,0,1,1,0,0,1,1,0,0
566,1,1,1,0,0,0,1,1,0,1,0,1,1,0
567,1,0,0,0,1,0,1,0,1,0,0,1,1,0
568,0,0,0,0,1,0,0,1,0,1,1,0,0,0
569,0,0,0,1,1,1,1,1,1,1,0,1,1,1
570,1,0,0,0,1,0,1,0,1,0,0,1,0,0
571,0,0,0,1,1,1,1,0,0,1,0,0,0,1
572,1,1,1,0,0,0,0,1,1,0,1,1,0,0
573,0,0,0,0,1,0,0,1,0,0,0,0,1,1
574,0,0,0,0,0,0,1,1,1,1,0,0,0,0
575,0,0,0,0,0,1,0,1,1,0,0,0,0,1
576,0,1,1,1,0,0,0,1,0,0,1,1,0,1
577,1,1,1,0,0,0,1,0,1,1,1,1,1,1
578,0,1,1,0,0,1,0,0,1,0,1,1,1,1
579,1,1,1,0,0,1,1,1,1,1,0,1,1,0
580,0,1,1,0,0,0,0,0,0,1,0,0,0,1
581,0,1,1,0,0,0,0,1,1,0,0,1,1,1
582,1,1,1,0,0,0,1,1,1,1,0,1,0,0
583,0,1,1,0,0,0,0,1,0,0,0,1,1,0
584,0,0,0,1,1,1,1,0,1,0,0,1,0,1
585,0,0,0,1,0,1,0,1,0,1,0,1,0,1
586,1,0,0,0,0,0,1,1,1,0,1,0,1,0
587,0,1,1,1,0,1,0,0,1,0,1,0,1,1
588,1,1,1,0,0,0,1,1,0,1,1,0,1,0
589,1,1,1,1,0,0,0,0,1,0,1,1,0,1
590,1,1,1,1,1,1,0,1,1,0,0,1,0,0
591,1,0,0,0,0,1,1,1,1,0,1,0,1,0
592,1,1,1,0,0,0,0,0,0,0,0,0,0,1
593,0,0,0,0,1,0,0,1,0,0,1,0,0,1
594,1,0,0,1,0,0,0,0,1,1,0,0,0,0
595,0,0,0,0,1,1,1,1,0,0,1,1,1,1
596,1,1,1,0,0,1,1,0,1,0,0,0,1,0
597,0,1,1,0,0,0,1,1,1,1,0,0,0,0
598,1,0,0,1,0,0,0,1,1,0,0,1,1,0
599,0,1,1,1,0,1,0,1,1,1,1,0,1,0
600,1,1,1,0,0,1,0,0,1,0,0,1,0,1
601,1,0,0,1,1,1,1,1,1,1,0,1,1,1
602,0,1,1,0,0,1,0,0,0,0,1,0,1,1
603,0,0,0,1,1,0,1,0,1,1,1,1,1,1
604,0,1,1,1,0,0,0,0,1,1,0,0,0,1
605,0,0,0,1,0,1,1,1,0,0,1,0,1,0
606,0,1,1,1,1,1,0,1,0,0,0,0,1,1
607,0,0,0,0,0,0,1,0,0,0,1,0,0,1
608,1,1,1,0,1,0,0,1,1,0,0,1,1,1
609,1,1,1,0,1,1,0,0,0,1,0,0,0,0
610,1,1,1,1,0,0,1,0,1,0,1,1,0,1
611,1,1,1,1,0,1,0,1,1,0,0,1,0,1
612,1,0,0,0,1,0,1,0,0,0,0,0,0,1
613,1,0,0,1,0,1,1,1,1,0,0,0,0,0
614,0,1,1,0,0,1,0,0,0,1,0,1,0,1
615,0,1,1,1,1,1,0,1,0,0,1,0,1,1
616,0,0,0,0,1,0,0,1,1,1,1,0,0,0
617,1,1,1,0,1,1,1,0,0,0,0,0,0,1
618,0,1,1,0,0,0,0,0,0,0,0,1,0,0
619,1,1,1,1,0,0,0,1,0,0,1,0,1,1
620,0,0,0,1,1,0,0,1,0,1,0,1,0,0
621,0,0,0,0,0,1,0,0,1,1,1,0,1,1
622,1,1,1,1,0,0,1,0,1,1,0,0,0,0
623,0,1,1,0,0,1,1,1,1,0,0,0,0,1
624,1,0,0,0,1,1,0,0,1,0,0,0,0,0
625,1,1,1,1,1,1,0,0,1,1,0,0,1,0
626,0,0,0,1,1,0,1,1,1,0,0,0,1,0
627,1,1,1,1,0,1,1,1,0,1,1,0,0,0
628,0,1,1,1,1,0,0,0,1,1,0,1,1,1
629,0,0,0,1,0,0,1,1,0,0,1,0,1,1
630,1,0,0,1,0,1,1,0,0,0,0,1,1,0
631,0,0,0,0,1,0,1,0,0,0,0,1,1,0
632,0,1,1,1,1,1,1,0,1,1,1,1,0,1
633,0,0,0,1,1,1,1,0,0,0,1,1,0,1
634,1,0,0,0,1,0,1,1,0,0,1,1,0,1
635,0,1,1,0,0,1,1,0,1,1,1,0,0,1
636,1,1,1,0,0,1,0,1,1,0,0,0,1,0
637,1,1,1,0,0,0,0,0,1,0,0,1,0,0
638,1,0,0,1,1,1,1,1,1,0,0,0,1,0
639,1,1,1,0,1,1,0,0,1,1,1,1,0,1
640,1,1,1,1,0,1,1,1,1,1,1,1,1,0
641,0,1,1,1,1,1,0,1,1,0,1,1,1,1
642,1,1,1,1,1,0,0,0,0,0,1,0,0,1
643,1,1,1,1,1,0,0,1,0,1,1,0,0,0
644,0,1,1,1,1,1,0,1,1,1,1,0,0,1
645,1,1,1,1,0,1,0,1,1,0,1,0,0,1
646,0,1,1,1,1,1,0,0,0,1,1,1,1,0
647,1,0,0,1,0,0,0,1,1,1,0,1,1,0
648,0,1,1,0,0,1,1,0,1,1,0,0,0,0
649,0,1,1,0,0,0,0,1,1,0,0,0,1,1
650,0,0,0,1,0,1,1,0,0,0,1,1,0,1
651,1,1,1,0,0,0,1,1,1,0,0,0,0,0
652,1,1,1,1,0,0,0,1,1,0,0,1,1,0
653,0,1,1,1,0,0,0,0,0,0,0,1,0,1
654,0,1,1,1,1,1,0,0,1,1,1,1,1,1
655,0,0,0,0,1,0,1,0,0,1,1,1,1,1
656,0,0,0,0,0,1,0,0,0,0,0,1,1,0
657,0,1,1,1,1,1,0,0,0,1,0,1,0,0
658,1,1,1,1,1,1,0,1,0,1,0,1,0,0
659,0,0,0,1,1,1,1,0,0,0,0,0,1,1
660,0,1,1,1,1,0,1,1,0,0,1,1,1,1
661,1,1,1,1,0,0,0,1,0,1,1,1,1,0
662,0,1,1,1,1,0,1,1,0,1,1,1,0,1
663,1,1,1,1,1,1,0,1,1,0,0,1,1,1
664,1,0,0,1,0,1,1,1,0,0,1,0,1,1
665,1,1,1,0,1,0,1,1,1,0,0,1,1,0
666,1,0,0,1,0,1,1,0,0,0,1,0,1,0
667,1,0,0,1,0,0,1,1,1,1,0,0,1,1
668,1,0,0,1,0,1,1,1,0,0,1,0,1,1
669,1,1,1,1,1,1,1,1,1,0,0,0,1,1
670,0,1,1,1,0,0,0,0,1,0,0,0,1,0
671,0,0,0,0,1,0,1,0,0,1,1,0,0,1
672,1,1,1,1,0,1,0,1,1,1,1,0,1,1
673,0,1,1,0,0,0,0,0,1,1,0,0,0,0
674,0,0,0,0,0,0,1,1,0,0,1,0,0,0
675,1,1,1,0,0,0,1,0,0,1,0,0,0,1
676,0,0,0,1,0,1,1,0,1,0,0,1,0,1
677,1,0,0,0,0,0,0,0,0,0,0,0,1,0
678,0,0,0,1,1,1,0,1,0,1,1,1,0,1
679,1,1,1,1,1,0,1,0,0,0,0,0,1,0
680,1,1,1,1,1,1,1,1,0,1,0,1,1,0
681,0,0,0,1,0,1,0,1,1,0,1,0,0,1
682,0,0,0,1,1,0,0,0,0,1,0,1,1,1
683,0,0,0,0,1,1,0,0,0,0,1,0,1,0
684,1,1,1,0,1,0,0,1,0,0,1,1,0,0
685,1,0,0,0,1,0,0,0,0,0,0,1,1,0
686,1,1,1,1,0,1,0,1,1,1,1,0,0,1
687,1,0,0,0,1,0,1,0,1,0,0,0,1,0
688,0,1,1,1,1,1,0,0,1,0,0,1,0,0
689,1,1,1,0,0,1,0,1,1,1,1,1,1,0
690,1,0,0,1,0,0,1,0,1,0,0,1,1,0
691,1,0,0,1,1,1,0,0,1,0,1,1,0,0
692,0,1,1,0,1,1,0,0,1,0,1,0,1,1
693,1,0,0,1,1,1,0,0,1,0,0,0,0,1
694,0,1,1,0,1,1,1,1,1,0,0,0,1,0
695,1,0,0,0,1,1,1,1,1,0,0,0,0,1
696,1,1,1,0,0,0,1,0,0,0,1,0,0,0
697,1,1,1,0,1,0,1,0,1,1,0,1,0,0
698,0,0,0,1,0,0,1,0,1,0,1,0,1,1
699,1,0,0,1,0,1,1,0,1,1,0,0,1,1
700,0,1,1,0,0,0,1,0,1,0,1,1,0,1
701,0,1,1,0,0,0,0,1,0,0,1,0,0,1
702,1,1,1,1,1,1,1,1,0,1,0,0,0,1
703,1,0,0,0,1,0,0,1,1,0,0,0,1,0
704,1,1,1,1,1,1,0,0,0,1,1,0,1,1
705,0,1,1,1,0,1,1,1,0,0,1,1,1,0
706,0,0,0,0,0,0,1,0,0,1,1,1,1,0
707,1,1,1,1,1,1,1,0,0,1,0,0,0,1
708,0,0,0,0,0,1,1,0,1,1,0,0,0,1
709,0,1,1,0,0,1,0,1,1,1,1,1,1,0
710,0,1,1,1,1,1,0,1,0,1,1,0,0,1
711,0,0,0,1,1,0,1,0,1,0,1,0,1,1
712,1,0,0,1,1,1,0,1,0,0,1,1,0,0
713,0,0,0,1,1,0,0,1,1,0,1,1,0,1
714,0,1,1,0,0,1,0,1,1,1,0,1,0,0
715,1,1,1,0,0,0,0,1,0,1,0,0,1,0
716,0,0,0,1,0,1,0,1,1,1,1,0,0,1
717,0,0,0,1,1,1,0,0,0,1,1,0,0,0
718,0,1,1,0,0,1,0,1,1,0,0,0,1,0
719,0,0,0,0,1,1,0,1,1,0,0,0,0,1
720,1,0,0,1,0,0,1,1,1,1,0,0,1,0
721,0,0,0,1,0,0,1,0,0,0,0,0,1,0
722,0,0,0,0,1,1,0,0,1,0,1,1,1,1
723,0,0,0,0,1,1,0,1,1,1,1,1,0,0
724,1,1,1,1,0,0,0,0,1,0,0,0,0,1
725,1,1,1,1,1,0,0,1,0,1,1,1,0,0
726,0,1,1,0,1,1,0,1,0,1,1,1,0,1
727,0,1,1,0,0,1,1,0,1,1,0,1,0,0
728,0,1,1,1,0,0,0,1,1,1,1,0,0,0
729,1,0,0,0,0,1,1,0,1,0,0,0,0,0
730,1,0,0,0,0,1,0,0,0,1,0,1,0,1
731,0,1,1,0,0,0,0,1,1,1,1,0,1,1
732,0,1,1,1,0,1,1,1,0,1,0,0,1,1
733,1,0,0,0,0,1,1,1,0,1,1,1,0,0
734,0,1,1,0,0,1,0,1,1,1,1,1,1,1
735,1,0,0,0,0,0,0,0,0,1,0,1,0,0
736,0,1,1,0,1,1,0,1,1,0,1,0,1,0
737,0,1,1,0,1,1,1,0,0,1,1,1,0,1
738,0,0,0,1,0,1,0,1,0,0,0,1,1,1
739,1,0,0,0,0,1,1,1,1,1,1,0,1,1
740,1,1,1,1,1,1,0,0,1,0,0,0,1,0
741,0,0,0,1,1,1,0,0,0,1,1,1,1,0
742,1,0,0,0,0,0,0,1,0,0,1,0,0,1
743,1,1,1,1,1,0,0,1,0,0,0,1,1,1
744,1,1,1,1,1,1,1,0,0,1,0,1,1,1
745,1,1,1,0,0,1,1,1,1,0,1,1,0,1
746,0,0,0,0,1,0,1,0,1,0,1,1,1,1
747,0,1,1,1,1,1,0,1,1,0,0,0,0,1
748,0,0,0,0,0,1,0,1,1,0,1,1,1,1
749,0,1,1,1,0,1,0,0,0,1,0,0,0,0
750,0,0,0,0,1,1,0,0,1,1,1,0,0,0
751,1,0,0,0,1,1,1,0,0,1,1,1,1,0
752,0,0,0,0,0,0,1,0,1,1,1,0,0,1
753,0,1,1,1,0,1,1,0,1,1,0,0,0,1
754,0,1,1,1,1,1,0,1,0,0,0,1,1,0
755,0,0,0,0,0,0,1,0,1,0,1,1,0,1
756,0,1,1,0,1,0,1,0,1,0,1,1,1,1
757,1,0,0,1,0,1,1,0,0,0,0,1,1,1
758,1,1,1,1,0,1,0,1,0,0,1,1,1,1
759,0,0,0,1,0,0,0,1,1,1,1,0,1,1
760,1,0,0,1,0,1,0,1,1,0,0,1,1,0
761,1,1,1,1,0,0,0,1,1,0,0,1,0,1
762,0,0,0,0,0,1,1,0,0,1,1,1,1,0
763,1,1,1,0,1,0,0,1,1,1,0,1,1,0
764,0,0,0,1,1,1,0,0,0,1,1,1,0,1
765,1,0,0,0,1,1,1,1,1,0,1,0,0,0
766,1,0,0,1,0,0,0,1,0,0,0,0,0,1
767,0,1,1,0,1,0,0,1,0,0,1,0,1,1
768,0,1,1,1,1,1,1,0,0,1,1,1,0,1
769,1,0,0,1,1,1,0,0,0,0,0,1,1,0
770,0,0,0,1,1,1,0,0,0,0,0,0,0,1
771,1,1,1,1,0,1,1,0,1,0,0,1,0,1
772,0,1,1,0,0,0,1,1,0,0,0,1,0,0
773,0,1,1,1,1,1,0,1,0,1,0,1,0,0
774,0,1,1,1,1,1,1,0,1,1,1,0,0,1
775,0,0,0,1,1,0,0,0,0,1,0,0,0,0
776,0,1,1,0,1,0,1,1,1,0,1,0,0,0
777,1,0,0,0,1,1,0,0,1,1,1,0,0,1
778,0,0,0,1,0,0,0,1,0,0,0,1,0,0
779,1,1,1,1,1,0,1,1,1,1,1,1,1,0
780,0,0,0,0,0,1,0,1,0,0,1,1,0,1
781,1,0,0,0,1,0,1,0,0,1,0,1,0,0
782,0,0,0,0,1,1,0,0,0,0,0,0,0,1
783,1,0,0,1,0,0,1,1,0,0,1,1,0,1
784,1,0,0,0,0,1,0,1,1,0,0,1,1,0
785,1,0,0,1,1,1,1,0,0,0,1,1,0,0
786,0,0,0,1,1,1,1,1,0,0,1,1,0,0
787,0,0,0,1,1,1,1,1,1,1,1,1,0,0
788,0,1,1,1,0,1,0,0,0,1,0,0,0,0
789,0,0,0,1,0,1,0,1,0,1,1,0,0,0
790,0,0,0,0,0,1,1,1,0,0,1,0,0,1
791,0,1,1,1,1,1,0,0,1,0,1,1,0,0
792,1,1,1,1,1,0,1,1,1,1,0,0,0,0
793,0,0,0,1,1,0,1,1,1,1,0,1,0,1
794,1,0,0,1,0,0,1,0,0,0,0,0,0,0
795,1,1,1,0,1,1,1,0,1,0,1,0,1,0
796,0,0,0,0,0,0,0,0,1,1,1,0,1,0
797,1,0,0,0,1,1,1,1,0,1,0,0,0,0
798,1,1,1,0,1,1,1,0,1,0,0,1,0,0
799,0,0,0,0,0,1,0,1,1,0,0,1,0,0
800,0,0,0,1,1,1,0,0,0,1,0,0,1,0
801,1,0,0,0,1,0,1,1,1,0,0,1,0,1
802,0,0,0,1,0,0,1,1,0,1,0,1,0,0
803,1,0,0,0,1,0,1,1,1,0,1,0,1,1
804,0,0,0,0,1,0,0,0,0,1,0,0,0,0
805,0,0,0,0,0,1,1,0,1,0,0,0,0,1
806,1,0,0,1,1,0,1,0,1,0,1,0,1,1
807,0,0,0,0,1,0,0,0,0,0,1,0,0,1
808,1,0,0,1,0,1,0,1,0,0,1,1,1,0
809,0,0,0,1,1,0,0,0,0,1,0,0,0,0
810,1,1,1,1,0,0,1,1,0,0,0,1,1,0
811,1,1,1,0,1,0,0,0,1,1,1,1,0,1
812,1,0,0,1,0,1,1,0,0,1,0,0,1,0
813,1,0,0,1,1,1,1,1,0,0,0,0,1,1
814,1,1,1,1,0,1,0,0,0,0,1,0,0,0
815,0,0,0,1,0,1,1,0,0,0,1,0,1,1
816,1,0,0,1,0,1,1,0,0,1,0,0,1,0
817,1,1,1,1,1,1,1,0,0,0,0,1,0,1
818,1,1,1,1,0,1,0,0,1,0,0,0,0,0
819,1,1,1,1,0,0,1,1,1,0,1,1,0,1
820,1,0,0,1,0,0,1,0,1,1,0,1,0,1
821,1,0,0,1,1,0,1,0,1,0,1,1,0,1
822,1,1,1,0,1,0,1,1,0,1,1,0,0,0
823,1,1,1,0,0,0,1,1,0,0,0,0,0,0
824,0,1,1,1,0,0,0,0,0,1,1,0,1,1
825,1,0,0,1,1,0,0,0,0,0,0,1,0,1
826,0,1,1,0,1,0,0,0,0,1,0,0,1,1
827,0,0,0,1,1,1,1,1,0,0,0,1,1,1
828,0,0,0,0,1,0,1,1,0,1,1,0,1,0
829,1,1,1,0,1,1,1,1,1,0,0,0,0,0
830,0,0,0,0,0,0,0,0,1,0,0,0,1,0
831,0,0,0,1,0,0,0,0,1,1,1,0,1,1
832,0,1,1,0,0,1,1,0,0,0,0,0,1,0
833,0,0,0,1,0,0,0,0,1,1,1,0,1,1
834,0,0,0,0,1,1,1,0,0,1,0,1,1,1
835,0,0,0,0,1,0,0,1,0,0,0,0,1,1
836,0,1,1,1,0,0,1,0,1,1,0,1,1,1
837,1,0,0,0,1,1,0,0,1,1,0,0,0,1
838,1,1,1,1,1,0,1,1,0,0,0,1,1,1
839,1,1,1,0,1,1,1,0,0,0,0,0,0,0
840,1,0,0,1,1,0,1,0,0,0,1,0,1,1
841,1,0,0,0,0,1,1,1,1,1,1,1,1,1
842,1,0,0,1,1,1,0,0,1,0,1,1,1,1
843,1,0,0,1,1,0,1,0,1,0,1,0,0,1
844,0,0,0,0,0,0,1,1,0,1,1,0,0,1
845,0,1,1,1,0,0,1,0,1,0,0,0,1,1
846,1,0,0,1,0,1,1,0,1,0,1,1,0,1
847,1,1,1,0,1,0,0,0,1,1,0,1,1,1
848,0,0,0,0,1,0,0,0,1,0,0,1,1,0
849,1,0,0,1,1,1,1,0,1,0,1,1,0,1
850,0,1,1,0,0,1,0,0,0,0,1,1,1,0
851,0,0,0,1,0,1,1,1,1,1,0,1,0,1
852,1,1,1,0,0,1,0,1,0,1,1,1,0,0
853,1,0,0,1,1,1,1,0,1,1,0,0,0,0
854,0,0,0,0,1,0,1,0,0,0,0,1,1,1
855,1,1,1,1,0,0,1,0,1,1,0,0,1,0
856,1,1,1,0,0,1,0,1,1,1,0,0,1,0
857,0,1,1,0,1,1,1,1,0,0,1,1,0,0
858,0,0,0,0,1,0,1,0,0,1,1,1,0,1
859,0,0,0,0,1,0,1,0,0,0,1,0,0,0
860,1,0,0,1,1,1,0,0,1,0,0,0,0,0
861,0,1,1,1,1,0,0,0,0,1,1,1,0,0
862,0,0,0,0,1,1,1,0,0,1,1,0,0,0
863,1,1,1,1,0,1,1,0,1,0,1,1,1,0
864,1,1,1,0,0,0,0,0,0,0,0,0,0,0
865,1,0,0,0,1,0,1,1,0,0,0,0,0,0
866,1,0,0,1,1,0,0,1,1,0,1,0,0,1
867,1,0,0,0,1,0,1,1,1,1,1,0,1,1
868,0,0,0,1,0,1,1,1,0,1,0,0,1,0
869,0,0,0,0,0,0,0,1,1,1,1,1,1,0
870,0,0,0,1,0,0,0,1,1,1,1,1,0,0
871,1,1,1,0,1,0,1,0,1,0,0,1,0,1
872,1,0,0,0,1,1,0,1,0,1,0,0,1,0
873,0,0,0,0,1,1,0,1,1,1,0,0,0,0
874,1,1,1,1,0,1,0,1,0,1,1,0,0,0
875,1,0,0,0,0,0,1,0,0,1,1,0,1,0
876,0,0,0,0,0,0,0,1,1,1,0,1,1,1
877,1,1,1,0,1,1,1,1,0,0,0,1,0,0
878,1,0,0,1,1,0,0,0,1,0,1,0,1,0
879,1,0,0,1,1,1,0,0,1,1,1,1,0,0
880,1,1,1,1,1,0,0,1,1,1,0,0,1,0
881,0,0,0,0,0,1,0,1,0,0,0,0,1,1
882,1,0,0,0,1,1,1,0,0,0,1,0,0,0
883,0,1,1,1,0,0,1,0,0,1,0,0,1,1
884,1,1,1,1,0,0,1,1,0,1,1,0,0,1
885,1,0,0,1,1,1,0,0,0,1,0,0,0,1
886,1,1,1,0,1,0,1,1,0,1,0,0,0,1
887,1,0,0,0,1,1,1,0,1,1,1,1,1,1
888,1,1,1,1,1,0,1,0,0,1,1,0,0,0
889,0,0,0,0,0,0,0,1,1,1,1,1,0,0
890,1,1,1,1,1,1,1,1,1,0,0,0,0,0
891,1,0,0,0,1,0,0,1,1,0,1,1,1,1
892,1,0,0,1,0,0,0,0,0,1,1,0,1,1
893,0,0,0,0,0,1,1,1,0,0,1,0,1,1
894,0,0,0,0,1,0,1,1,0,1,1,0,1,1
895,1,1,1,1,1,1,0,0,1,0,1,0,0,1
896,1,1,1,1,1,1,1,1,0,0,0,0,0,1
897,0,1,1,0,1,0,0,1,1,0,1,1,1,1
898,0,1,1,1,0,1,1,0,1,1,1,0,1,1
899,1,1,1,1,1,1,1,0,1,0,1,1,1,0
900,0,1,1,0,1,1,1,0,0,1,1,0,1,1
901,1,1,1,0,0,1,1,1,1,0,0,1,0,0
902,0,1,1,0,0,0,1,0,1,0,1,0,0,1
903,0,1,1,0,1,1,1,0,1,0,0,0,1,0
904,1,1,1,0,1,0,0,0,1,1,0,1,0,0
905,0,0,0,0,0,1,1,0,0,0,0,0,0,0
906,0,0,0,0,0,1,1,0,1,1,1,1,0,0
907,0,1,1,1,0,0,1,0,1,0,0,0,1,1
908,1,0,0,1,1,0,1,1,0,1,0,0,0,1
909,1,1,1,0,0,1,1,1,0,0,1,1,0,1
910,1,1,1,0,0,0,1,0,0,1,0,0,1,0
911,0,0,0,1,1,1,1,1,0,1,0,1,0,0
912,1,0,0,0,0,1,0,0,1,1,0,0,0,1
913,0,0,0,1,1,0,0,1,1,1,1,0,1,0
914,0,0,0,0,1,0,0,0,1,0,0,0,1,0
915,1,1,1,0,1,1,1,0,1,0,1,1,0,0
916,1,0,0,1,1,0,1,1,1,0,0,1,0,0
917,0,0,0,1,1,1,1,0,1,1,1,1,1,1
918,1,1,1,0,1,0,1,0,1,0,0,0,0,0
